NUTS2;LAU2_CODE;LAU2_NAME;POP_TOTAL;YEAR
AT33;30639;Traiskirchen;14063;1981
AT33;30641;Trumau;1933;1981
AT33;30645;Weissenbach an der Triesting;1446;1981
AT33;30646;Blumau-Neurißhof;1250;1981
AT33;30701;Au am Leithaberge;812;1981
AT33;30702;Bad Deutsch-Altenburg;1243;1981
AT33;30703;Berg;0;1981
AT33;30704;Bruck an der Leitha;7179;1981
AT33;30706;Enzersdorf an der Fischa;1995;1981
AT33;30708;Göttlesbrunn-Arbesthal;1104;1981
AT33;30709;Götzendorf an der Leitha;1373;1981
AT33;30710;Hainburg a.d.Donau;5731;1981
AT33;30711;Haslau-Maria Ellend;993;1981
AT33;30712;Höflein;1031;1981
AT33;30713;Hof am Leithaberge;1172;1981
AT33;30715;Hundsheim;558;1981
AT33;30716;Mannersdorf am Leithagebirge;3861;1981
AT33;30718;Petronell-Carnuntum;1241;1981
AT33;30719;Prellenkirchen;1226;1981
AT33;30721;Rohrau;1258;1981
AT33;30722;Scharndorf;973;1981
AT33;30724;Sommerein;1522;1981
AT33;30726;Trautmannsdorf an der Leitha;2316;1981
AT33;30728;Wolfsthal;1360;1981
AT33;30801;Aderklaa;155;1981
AT33;30802;Andlersdorf;131;1981
AT33;30803;Angern an der March;2958;1981
AT33;30804;Auersthal;1764;1981
AT33;30805;Bad Pirawarth;1371;1981
AT33;30808;Deutsch-Wagram;5021;1981
AT33;30810;Drösing;1195;1981
AT33;30811;Dürnkrut;2256;1981
AT33;30812;Ebenthal;766;1981
AT33;30813;Eckartsau;1046;1981
AT33;30814;Engelhartstetten;1635;1981
AT33;30817;Gänserndorf;4916;1981
AT33;30819;Glinzendorf;240;1981
AT33;30821;Groß-Enzersdorf;5731;1981
AT33;30822;Großhofen;81;1981
AT33;30824;Groß-Schweinbarth;982;1981
AT33;30825;Haringsee;997;1981
AT33;30826;Hauskirchen;1364;1981
AT33;30827;Hohenau an der March;3205;1981
AT33;30828;Hohenruppersdorf;993;1981
AT33;30829;Jedenspeigen;1132;1981
AT33;30830;Lassee;1784;1981
AT33;30831;Leopoldsdorf im Marchfelde;2092;1981
AT33;30834;Mannsdorf an der Donau;330;1981
AT33;30835;Marchegg;2641;1981
AT33;30836;Markgrafneusiedl;685;1981
AT33;30838;Matzen-Raggendorf;2416;1981
AT33;30841;Neusiedl an der Zaya;1337;1981
AT33;30842;Obersiebenbrunn;1149;1981
AT33;30844;Orth an der Donau;1624;1981
AT33;30845;Palterndorf-Dobermannsdorf;1404;1981
AT33;30846;Parbasdorf;130;1981
AT33;30848;Prottes;1156;1981
AT33;30849;Raasdorf;399;1981
AT33;30850;Ringelsdorf-Niederabsdorf;1550;1981
AT33;30852;Schönkirchen-Reyersdorf;1343;1981
AT33;30854;Spannberg;818;1981
AT33;30856;Strasshof an der Nordbahn;4973;1981
AT33;30857;Sulz im Weinviertel;1196;1981
AT33;30858;Untersiebenbrunn;1271;1981
AT33;30859;Velm-Götzendorf;796;1981
AT33;30860;Weikendorf;1609;1981
AT33;30863;Zistersdorf;5792;1981
AT33;30865;Weiden an der March;854;1981
AT33;30902;Amaliendorf-Aalfang;1201;1981
AT33;30903;Brand-Nagelberg;2188;1981
AT33;30904;Eggern;916;1981
AT33;30906;Eisgarn;862;1981
AT33;30908;Gmünd;6417;1981
AT33;30909;Großdietmanns;2214;1981
AT33;30910;Bad Großpertholz;1782;1981
AT33;30912;Großschönau;1223;1981
AT33;30913;Moorbad Harbach;713;1981
AT33;30915;Haugschlag;629;1981
AT33;30916;Heidenreichstein;5325;1981
AT33;30917;Hirschbach;499;1981
AT33;30920;Hoheneich;1640;1981
AT33;30921;Kirchberg am Walde;1685;1981
AT33;30925;Litschau;3091;1981
AT33;30929;Reingers;809;1981
AT33;30932;Sankt Martin;1326;1981
AT33;30935;Schrems;5994;1981
AT33;30939;Unserfrau-Altweitra;1019;1981
AT33;30940;Waldenstein;1105;1981
AT33;30942;Weitra;3095;1981
AT33;31001;Alberndorf im Pulkautal;606;1981
AT33;31008;Göllersdorf;2427;1981
AT33;31009;Grabern;1293;1981
AT33;31014;Guntersdorf;1044;1981
AT33;31015;Hadres;1939;1981
AT33;31016;Hardegg;1904;1981
AT33;31018;Haugsdorf;1908;1981
AT33;31019;Heldenberg;1074;1981
AT33;31021;Hohenwarth-Mühlbach a.M.;1460;1981
AT33;31022;Hollabrunn;10140;1981
AT33;31025;Mailberg;696;1981
AT33;31026;Maissau;1804;1981
AT33;31028;Nappersdorf-Kammersdorf;1325;1981
AT33;31033;Pernersdorf;1209;1981
AT33;31035;Pulkau;1717;1981
AT33;31036;Ravelsbach;1672;1981
AT33;31037;Retz;4333;1981
AT33;31038;Retzbach;1202;1981
AT33;31041;Schrattenthal;991;1981
AT33;31042;Seefeld-Kadolz;1140;1981
AT33;31043;Sitzendorf an der Schmida;2380;1981
AT33;31051;Wullersdorf;2320;1981
AT33;31052;Zellerndorf;2679;1981
AT33;31053;Ziersdorf;2999;1981
AT33;31101;Altenburg;701;1981
AT33;31102;Brunn an der Wild;1027;1981
AT33;31103;Burgschleinitz-Kühnring;1327;1981
AT33;31104;Drosendorf-Zissersdorf;1690;1981
AT33;31105;Eggenburg;3680;1981
AT33;31106;Gars am Kamp;3732;1981
AT33;31107;Geras;1637;1981
AT33;31109;Horn;6322;1981
AT33;31110;Irnfritz-Messern;1547;1981
AT33;31111;Japons;1010;1981
AT33;31113;Langau;1042;1981
AT33;31114;Meiseldorf;917;1981
AT33;31117;Pernegg;818;1981
AT33;31119;Röhrenbach;681;1981
AT33;31120;Röschitz;1200;1981
AT33;31121;Rosenburg-Mold;1061;1981
AT33;31123;Sankt Bernhard-Frauenhofen;1168;1981
AT33;31124;Sigmundsherberg;2035;1981
AT33;31129;Weitersfeld;2074;1981
AT33;31130;Straning-Grafenberg;930;1981
AT33;31201;Bisamberg;2934;1981
AT33;31202;Enzersfeld;1110;1981
AT33;31203;Ernstbrunn;3000;1981
AT33;31204;Großmugl;1493;1981
AT33;31205;Großrußbach;1565;1981
AT33;31206;Hagenbrunn;1136;1981
AT33;31207;Harmannsdorf;2875;1981
AT33;31208;Hausleiten;2467;1981
AT33;31213;Korneuburg;9112;1981
AT33;31214;Langenzersdorf;5388;1981
AT33;31215;Leitzersdorf;975;1981
AT33;31216;Leobendorf;3104;1981
AT33;31224;Rußbach;1274;1981
AT33;31226;Sierndorf;2589;1981
AT33;31227;Spillern;1346;1981
AT33;31228;Stetteldorf am Wagram;884;1981
AT33;31229;Stetten;886;1981
AT33;31230;Stockerau;12679;1981
AT33;31234;Niederhollabrunn;1289;1981
AT33;31301;Aggsbach;711;1981
AT33;31302;Albrechtsberg an der Großen Krems;1235;1981
AT33;31303;Bergern im Dunkelsteinerwald;1222;1981
AT33;31304;Dürnstein;1031;1981
AT33;31308;Etsdorf-Haitzendorf;2621;1981
AT33;31309;Furth bei Göttweig;2289;1981
AT33;31310;Gedersdorf;1647;1981
AT33;31311;Gföhl;3776;1981
AT33;31315;Hadersdorf-Kammern;1608;1981
AT33;31319;Jaidhof;1153;1981
AT33;31321;Krumau am Kamp;899;1981
AT33;31322;Langenlois;6443;1981
AT33;31323;Lengenfeld;1186;1981
AT33;31324;Lichtenau im Waldviertel;2205;1981
AT33;31326;Maria Laach am Jauerling;1015;1981
AT33;31327;Mautern an der Donau;2883;1981
AT33;31330;Mühldorf;1453;1981
AT33;31333;Paudorf;2129;1981
AT33;31336;Rastenfeld;1383;1981
AT33;31337;Rohrendorf bei Krems;1411;1981
AT33;31338;Rossatz-Arnsdorf;1189;1981
AT33;31340;Sankt Leonhard am Hornerwald;1306;1981
AT33;31343;Senftenberg;1986;1981
AT33;31344;Spitz;2025;1981
AT33;31346;Straß im Straßertale;1420;1981
AT33;31347;Stratzing;1111;1981
AT33;31350;Weinzierl am Walde;1391;1981
AT33;31351;Weißenkirchen in der Wachau;1601;1981
AT33;31355;Schönberg am Kamp;2043;1981
AT33;31356;Droß;0;1981
AT33;31401;Annaberg;1031;1981
AT33;31402;Eschenau;1024;1981
AT33;31403;Hainfeld;3723;1981
AT33;31404;Hohenberg;1771;1981
AT33;31405;Kaumberg;869;1981
AT33;31406;Kleinzell;1017;1981
AT33;31407;Lilienfeld;3014;1981
AT33;31408;Mitterbach am Erlaufsee;689;1981
AT33;31409;Ramsau;847;1981
AT33;31410;Rohrbach an der Gölsen;1466;1981
AT33;31411;Sankt Aegyd am Neuwalde;2887;1981
AT33;31412;Sankt Veit an der Gölsen;3595;1981
AT33;31413;Traisen;3573;1981
AT33;31414;Türnitz;2171;1981
AT33;31502;Artstetten-Pöbring;1143;1981
AT33;31503;Bergland;1528;1981
AT33;31504;Bischofstetten;1086;1981
AT33;31505;Blindenmarkt;2052;1981
AT33;31506;Dorfstetten;654;1981
AT33;31507;Dunkelsteinerwald;1941;1981
AT33;31508;Erlauf;1061;1981
AT33;31509;Golling an der Erlauf;1632;1981
AT33;31511;Hofamt Priel;1604;1981
AT33;31513;Hürm;1617;1981
AT33;31514;Kilb;2375;1981
AT33;31515;Kirnberg an der Mank;918;1981
AT33;31516;Klein-Pöchlarn;856;1981
AT33;31517;Krummnußbaum;1234;1981
AT33;31519;Leiben;1304;1981
AT33;31520;Loosdorf;3216;1981
AT33;31521;Mank;2664;1981
AT33;31522;Marbach an der Donau;1623;1981
AT33;31523;Maria Taferl;802;1981
AT33;31524;Melk;5062;1981
AT33;31525;Münichreith-Laimbach;1701;1981
AT33;31527;Neumarkt an der Ybbs;1718;1981
AT33;31528;Nöchling;898;1981
AT33;31530;Persenbeug-Gottsdorf;1929;1981
AT33;31531;Petzenkirchen;1163;1981
AT33;31533;Pöchlarn;3626;1981
AT33;31534;Pöggstall;2892;1981
AT33;31535;Raxendorf;1134;1981
AT33;31537;Ruprechtshofen;1975;1981
AT33;31539;Sankt Leonhard am Forst;2967;1981
AT33;31540;Sankt Martin-Karlsbach;1535;1981
AT33;31541;Sankt Oswald;1165;1981
AT33;31542;Schönbühel-Aggsbach;1051;1981
AT33;31543;Schollach;801;1981
AT33;31546;Weiten;1180;1981
AT33;31549;Ybbs an der Donau;5954;1981
AT33;31550;Zelking-Matzleinsdorf;1253;1981
AT33;31551;Texingtal;1409;1981
AT33;31552;Yspertal;1995;1981
AT33;31553;Emmersdorf an der Donau;1473;1981
AT33;31601;Altlichtenwarth;895;1981
AT33;31603;Asparn an der Zaya;1710;1981
AT33;31604;Bernhardsthal;2139;1981
AT33;31605;Bockfließ;1105;1981
AT33;31606;Drasenhofen;1511;1981
AT33;31608;Falkenstein;482;1981
AT33;31609;Fallbach;990;1981
AT33;31611;Gaubitsch;0;1981
AT33;31612;Gaweinstal;2781;1981
AT33;31613;Gnadendorf;1230;1981
AT33;31614;Großebersdorf;1514;1981
AT33;31615;Groß-Engersdorf;1312;1981
AT33;31616;Großharras;1391;1981
AT33;31617;Großkrut;1780;1981
AT33;31620;Hausbrunn;1002;1981
AT33;31621;Herrnbaumgarten;1111;1981
AT33;31622;Hochleithen;1014;1981
AT33;31627;Kreuttal;1069;1981
AT33;31628;Kreuzstetten;1159;1981
AT33;31629;Laa an der Thaya;6463;1981
AT33;31630;Ladendorf;1876;1981
AT33;31633;Mistelbach;10251;1981
AT33;31634;Neudorf bei Staatz;1402;1981
AT33;31636;Niederleis;665;1981
AT33;31642;Pillichsdorf;1089;1981
AT33;31644;Poysdorf;5641;1981
AT33;31645;Rabensburg;1273;1981
AT33;31646;Schrattenberg;1039;1981
AT33;31649;Staatz;2059;1981
AT33;31650;Stronsdorf;1760;1981
AT33;31651;Ulrichskirchen-Schleinbach;2084;1981
AT33;31652;Unterstinkenbrunn;0;1981
AT33;31653;Wildendürnbach;1790;1981
AT33;31654;Wilfersdorf;1906;1981
AT33;31655;Wolkersdorf im Weinviertel;5062;1981
AT33;31657;Gartenbrunn^;1510;1981
AT33;31658;Ottenthal;679;1981
AT33;31701;Achau;942;1981
AT33;31702;Biedermannsdorf;1859;1981
AT33;31703;Breitenfurt bei Wien;3641;1981
AT33;31704;Brunn am Gebirge;7975;1981
AT33;31706;Gaaden;1000;1981
AT33;31707;Gießhübl;1459;1981
AT33;31709;Gumpoldskirchen;2978;1981
AT33;31710;Guntramsdorf;6090;1981
AT33;31711;Hennersdorf;1006;1981
AT33;31712;Hinterbrühl;3989;1981
AT33;31713;Kaltenleutgeben;2552;1981
AT33;31714;Laab im Walde;615;1981
AT33;31715;Laxenburg;1861;1981
AT33;31716;Maria Enzersdorf;9148;1981
AT33;31717;Mödling;19276;1981
AT33;31718;Münchendorf;1152;1981
AT33;31719;Perchtoldsdorf;13451;1981
AT33;31723;Vösendorf;3703;1981
AT33;31725;Wiener Neudorf;7933;1981
AT33;31726;Wienerwald;1553;1981
AT33;31801;Altendorf;295;1981
AT33;31802;Aspang-Markt;2094;1981
AT33;31803;Aspangberg-Sankt Peter;2013;1981
AT33;31804;Breitenau;1036;1981
AT33;31805;Breitenstein;457;1981
AT33;31806;Buchbach;308;1981
AT33;31807;Edlitz;1033;1981
AT33;31808;Enzenreith;1773;1981
AT33;31809;Feistritz am Wechsel;1085;1981
AT33;31810;Gloggnitz;6271;1981
AT33;31811;Grafenbach-Sankt Valentin;1969;1981
AT33;31812;Grimmenstein;1347;1981
AT33;31813;Grünbach am Schneeberg;1887;1981
AT33;31814;Kirchberg am Wechsel;2393;1981
AT33;31815;Mönichkirchen;741;1981
AT33;31817;Natschbach-Loipersbach;1115;1981
AT33;31818;Neunkirchen;10784;1981
AT33;31820;Otterthal;526;1981
AT33;31821;Payerbach;2551;1981
AT33;31823;Pitten;2498;1981
AT33;31825;Prigglitz;531;1981
AT33;31826;Puchberg am Schneeberg;3178;1981
AT33;31827;Raach am Hochgebirge;325;1981
AT33;31829;Reichenau an der Rax;3577;1981
AT33;31830;Sankt Corona am Wechsel;361;1981
AT33;31831;Sankt Egyden am Steinfeld;1559;1981
AT33;31832;Scheiblingkirchen-Thernberg;1767;1981
AT33;31833;Schottwien;744;1981
AT33;31834;Schrattenbach;360;1981
AT33;31835;Schwarzau am Steinfelde;1378;1981
AT33;31836;Schwarzau im Gebirge;966;1981
AT33;31837;Seebenstein;1040;1981
AT33;31838;Semmering;819;1981
AT33;31839;Ternitz;16104;1981
AT33;31840;Thomasberg;1359;1981
AT33;31841;Trattenbach;647;1981
AT33;31842;Vöstenhof;184;1981
AT33;31843;Warth;1503;1981
AT33;31844;Wartmannstetten;1271;1981
AT33;31845;Willendorf;671;1981
AT33;31846;Wimpassing im Schwarzatale;2066;1981
AT33;31847;Würflach;1251;1981
AT33;31848;Zöbern;1334;1981
AT33;31849;Höflein an der Hohen Wand;743;1981
AT33;31901;Altlengbach;2108;1981
AT33;31902;Asperhofen;1610;1981
AT33;31903;Böheimkirchen;3946;1981
AT33;31904;Brand-Laaben;1047;1981
AT33;31905;Eichgraben;2642;1981
AT33;31906;Frankenfels;2026;1981
AT33;31907;Gerersdorf;815;1981
AT33;31909;Hofstetten-Grünau;2084;1981
AT33;31910;Hafnerbach;1399;1981
AT33;31911;Haunoldstein;789;1981
AT33;31912;Herzogenburg;7299;1981
AT33;31913;Inzersdorf-Getzersdorf;1133;1981
AT33;31915;Kapelln;1079;1981
AT33;31916;Karlstetten;1723;1981
AT33;31917;Kasten bei Böheimkirchen;928;1981
AT33;31918;Kirchberg an der Pielach;2918;1981
AT33;31919;Kirchstetten;1451;1981
AT33;31920;Loich;661;1981
AT33;31921;Maria-Anzbach;2151;1981
AT33;31922;Markersdorf-Haindorf;1507;1981
AT33;31923;Michelbach;793;1981
AT33;31925;Neidling;1200;1981
AT33;31926;Neulengbach;5637;1981
AT33;31927;Neustift-Innermanzing;976;1981
AT33;31928;Nußdorf ob der Traisen;1301;1981
AT33;31929;Ober-Grafendorf;4471;1981
AT33;31930;Obritzberg-Rust;2106;1981
AT33;31932;Prinzersdorf;1199;1981
AT33;31934;Pyhra;2955;1981
AT33;31935;Rabenstein an der Pielach;2255;1981
AT33;31938;Sankt Margarethen an der Sierning;941;1981
AT33;31939;Schwarzenbach an der Pielach;476;1981
AT33;31940;Statzendorf;1219;1981
AT33;31941;Stössing;670;1981
AT33;31943;Traismauer;5120;1981
AT33;31945;Weinburg;1174;1981
AT33;31946;Weißenkirchen an der Perschling;1170;1981
AT33;31947;Wilhelmsburg;6331;1981
AT33;31948;Wölbling;2014;1981
AT33;32001;Gaming;4089;1981
AT33;32002;Göstling an der Ybbs;2198;1981
AT33;32003;Gresten;1823;1981
AT33;32004;Gresten-Land;1486;1981
AT33;32005;Lunz am See;2218;1981
AT33;32006;Oberndorf an der Melk;2811;1981
AT33;32007;Puchenstuben;418;1981
AT33;32008;Purgstall an der Erlauf;5231;1981
AT33;32009;Randegg;1842;1981
AT33;32010;Reinsberg;834;1981
AT33;32011;Sankt Anton an der Jeßnitz;1287;1981
AT33;32012;Sankt Georgen an der Leys;1109;1981
AT33;32013;Scheibbs;4515;1981
AT33;32014;Steinakirchen am Forst;2119;1981
AT33;32015;Wang;1110;1981
AT33;32016;Wieselburg;3042;1981
AT33;32017;Wieselburg-Land;2775;1981
AT33;32018;Wolfpassing;1268;1981
AT33;32101;Absdorf;1361;1981
AT33;32104;Atzenbrugg;2245;1981
AT33;32106;Fels am Wagram;1850;1981
AT33;32107;Grafenwörth;2238;1981
AT33;32109;Großriedenthal;998;1981
AT33;32110;Großweikersdorf;2555;1981
AT33;32112;Judenau-Baumgarten;1617;1981
AT33;32114;Kirchberg am Wagram;3214;1981
AT33;32115;Königsbrunn am Wagram;1178;1981
AT33;32116;Königstetten;1308;1981
AT33;32119;Langenrohr;1521;1981
AT33;32120;Michelhausen;2138;1981
AT33;32131;Sieghartskirchen;5061;1981
AT33;32132;Sitzenberg-Reidling;1732;1981
AT33;32134;Tulbing;1755;1981
AT33;32135;Tulln an der Donau;11269;1981
AT33;32139;Würmla;1056;1981
AT33;32140;Zeiselmauer-Wolfpassing;2189;1981
AT33;32141;Zwentendorf an der Donau;3170;1981
AT33;32142;Sankt Andrä-Wördern;4750;1981
AT33;32143;Muckendorf-Wipfing;0;1981
AT33;32202;Dietmanns;1262;1981
AT33;32203;Dobersberg;1897;1981
AT33;32206;Gastern;1520;1981
AT33;32207;Groß-Siegharts;3359;1981
AT33;32209;Karlstein an der Thaya;1723;1981
AT33;32210;Kautzen;1533;1981
AT33;32212;Ludweis-Aigen;1310;1981
AT33;32214;Pfaffenschlag bei Waidhofen a.d.Thaya;1071;1981
AT33;32216;Raabs an der Thaya;3748;1981
AT33;32217;Thaya;1548;1981
AT33;32219;Vitis;2723;1981
AT33;32220;Waidhofen an der Thaya;5401;1981
AT33;32221;Waidhofen an der Thaya-Land;1127;1981
AT33;32222;Waldkirchen an der Thaya;902;1981
AT33;32223;Windigsteig;1267;1981
AT33;32301;Bad Fischau-Brunn;2242;1981
AT33;32302;Bad Schönau;729;1981
AT33;32304;Ebenfurth;2249;1981
AT33;32305;Eggendorf;2723;1981
AT33;32306;Erlach;2099;1981
AT33;32307;Felixdorf;3801;1981
AT33;32308;Gutenstein;1550;1981
AT33;32309;Hochneukirchen-Gschaidt;1694;1981
AT33;32310;Hochwolkersdorf;1033;1981
AT33;32311;Hohe Wand;1171;1981
AT33;32312;Hollenthon;1033;1981
AT33;32313;Katzelsdorf;1883;1981
AT33;32314;Kirchschlag in der Buckligen Welt;2974;1981
AT33;32315;Krumbach;2093;1981
AT33;32316;Lanzenkirchen;2902;1981
AT33;32317;Lichtenegg;1062;1981
AT33;32318;Lichtenwörth;2525;1981
AT33;32319;Markt Piesting;2182;1981
AT33;32320;Matzendorf-Hölles;1012;1981
AT33;32321;Miesenbach;709;1981
AT33;32322;Muggendorf;416;1981
AT33;32323;Pernitz;2627;1981
AT33;32324;Rohr im Gebirge;556;1981
AT33;32325;Bromberg;1126;1981
AT33;32326;Schwarzenbach;1226;1981
AT33;32327;Sollenau;3438;1981
AT33;32330;Theresienfeld;1518;1981
AT33;32331;Waidmannsfeld;1864;1981
AT33;32332;Waldegg;2010;1981
AT33;32333;Walpersbach;945;1981
AT33;32334;Weikersdorf am Steinfelde;937;1981
AT33;32335;Wiesmath;1604;1981
AT33;32336;Winzendorf-Muthmannsdorf;1561;1981
AT33;32337;Wöllersdorf-Steinabrückl;2690;1981
AT33;32338;Zillingdorf;1543;1981
AT33;32401;Ebergassing;2746;1981
AT33;32402;Fischamend;4239;1981
AT33;32403;Gablitz;2962;1981
AT33;32404;Gerasdorf bei Wien;5279;1981
AT33;32405;Gramatneusiedl;2071;1981
AT33;32406;Himberg;4981;1981
AT33;32407;Klein-Neusiedl;915;1981
AT33;32408;Klosterneuburg;22975;1981
AT33;32409;Lanzendorf;1124;1981
AT33;32410;Leopoldsdorf;2413;1981
AT33;32411;Maria-Lanzendorf;1107;1981
AT33;32412;Mauerbach;2227;1981
AT33;32413;Moosbrunn;1278;1981
AT33;32415;Pressbaum;4899;1981
AT33;32416;Purkersdorf;5147;1981
AT33;32417;Rauchenwarth;468;1981
AT33;32418;Schwadorf;1488;1981
AT33;32419;Schwechat;14834;1981
AT33;32421;Tullnerbach;1994;1981
AT33;32423;Wolfsgraben;743;1981
AT33;32424;Zwölfaxing;1182;1981
AT33;32501;Allentsteig;2842;1981
AT33;32502;Arbesbach;1836;1981
AT33;32503;Bärnkopf;414;1981
AT33;32504;Echsenbach;1214;1981
AT33;32505;Göpfritz an der Wild;1986;1981
AT33;32506;Grafenschlag;1048;1981
AT33;32508;Groß-Gerungs;4899;1981
AT33;32509;Großgöttfritz;1410;1981
AT33;32511;Gutenbrunn;684;1981
AT33;32514;Kirchschlag;795;1981
AT33;32515;Kottes-Purk;1788;1981
AT33;32516;Langschlag;1868;1981
AT33;32517;Martinsberg;1317;1981
AT33;32518;Ottenschlag;1202;1981
AT33;32519;Altmelon;1007;1981
AT33;32520;Pölla;1211;1981
AT33;32521;Rappottenstein;1919;1981
AT33;32522;Sallingberg;1548;1981
AT33;32523;Schönbach;1031;1981
AT33;32524;Schwarzenau;1929;1981
AT33;32525;Schweiggers;2127;1981
AT33;32528;Traunstein;1244;1981
AT33;32529;Waldhausen;1540;1981
AT33;32530;Zwettl-Niederösterreich;11479;1981
AT33;30101;Krems an der Donau;22766;1991
AT33;30201;Sankt Pölten;50026;1991
AT33;30301;Waidhofen an der Ybbs;11435;1991
AT33;30401;Wiener Neustadt;35134;1991
AT33;30501;Allhartsberg;1724;1991
AT33;30502;Amstetten;21972;1991
AT33;30503;Ardagger;3123;1991
AT33;30504;Aschbach-Markt;3213;1991
AT33;30506;Behamberg;2876;1991
AT33;30507;Biberbach;1960;1991
AT33;30508;Ennsdorf;2202;1991
AT33;30509;Ernsthofen;2004;1991
AT33;30510;Ertl;1211;1991
AT33;30511;Euratsfeld;2088;1991
AT33;30512;Ferschnitz;1406;1991
AT33;30514;Haag;5146;1991
AT33;30515;Haidershofen;3190;1991
AT33;30516;Hollenstein an der Ybbs;1948;1991
AT33;30517;Kematen an der Ybbs;2392;1991
AT33;30520;Neuhofen an der Ybbs;2443;1991
AT33;30521;Neustadtl an der Donau;2239;1991
AT33;30522;Oed-Oehling;1360;1991
AT33;30524;Opponitz;1031;1991
AT33;30526;Sankt Georgen am Reith;573;1991
AT33;30527;Sankt Georgen am Ybbsfelde;2262;1991
AT33;30529;Sankt Pantaleon-Erla;2208;1991
AT33;30530;Sankt Peter in der Au;4491;1991
AT33;30531;Sankt Valentin;8791;1991
AT33;30532;Seitenstetten;2981;1991
AT33;30533;Sonntagberg;4288;1991
AT33;30534;Strengberg;2031;1991
AT33;30536;Viehdorf;1196;1991
AT33;30538;Wallsee-Sindelburg;2109;1991
AT33;30539;Weistrach;2113;1991
AT33;30541;Winklarn;1347;1991
AT33;30542;Wolfsbach;1731;1991
AT33;30543;Ybbsitz;3915;1991
AT33;30544;Zeillern;1579;1991
AT33;30601;Alland;2065;1991
AT33;30602;Altenmarkt an der Triesting;2060;1991
AT33;30603;Bad Vöslau;11055;1991
AT33;30604;Baden;23488;1991
AT33;30605;Berndorf;8264;1991
AT33;30607;Ebreichsdorf;7353;1991
AT33;30608;Enzesfeld-Lindabrunn;3589;1991
AT33;30609;Furth an der Triesting;745;1991
AT33;30612;Günselsdorf;1458;1991
AT33;30613;Heiligenkreuz;1324;1991
AT33;30614;Hernstein;1305;1991
AT33;30615;Hirtenberg;2088;1991
AT33;30616;Klausen-Leopoldsdorf;1169;1991
AT33;30618;Kottingbrunn;5317;1991
AT33;30620;Leobersdorf;3751;1991
AT33;30621;Mitterndorf an der Fischa;1055;1991
AT33;30623;Oberwaltersdorf;2416;1991
AT33;30625;Pfaffstätten;2461;1991
AT33;30626;Pottendorf;5482;1991
AT33;30627;Pottenstein;2671;1991
AT33;30629;Reisenberg;1186;1991
AT33;30631;Schönau an der Triesting;1502;1991
AT33;30633;Seibersdorf;1176;1991
AT33;30635;Sooß;866;1991
AT33;30636;Tattendorf;1016;1991
AT33;30637;Teesdorf;1314;1991
AT33;30639;Traiskirchen;13852;1991
AT33;30641;Trumau;2199;1991
AT33;30645;Weissenbach an der Triesting;1904;1991
AT33;30646;Blumau-Neurißhof;1294;1991
AT33;30701;Au am Leithaberge;888;1991
AT33;30702;Bad Deutsch-Altenburg;1275;1991
AT33;30703;Berg;0;1991
AT33;30704;Bruck an der Leitha;7259;1991
AT33;30706;Enzersdorf an der Fischa;2447;1991
AT33;30708;Göttlesbrunn-Arbesthal;1209;1991
AT33;30709;Götzendorf an der Leitha;1670;1991
AT33;30710;Hainburg a.d.Donau;5752;1991
AT33;30711;Haslau-Maria Ellend;1089;1991
AT33;30712;Höflein;1023;1991
AT33;30713;Hof am Leithaberge;1309;1991
AT33;30715;Hundsheim;569;1991
AT33;30716;Mannersdorf am Leithagebirge;3796;1991
AT33;30718;Petronell-Carnuntum;1202;1991
AT33;30719;Prellenkirchen;1266;1991
AT33;30721;Rohrau;1224;1991
AT33;30722;Scharndorf;997;1991
AT33;30724;Sommerein;1640;1991
AT33;30726;Trautmannsdorf an der Leitha;2529;1991
AT33;30728;Wolfsthal;1359;1991
AT33;30801;Aderklaa;210;1991
AT33;30802;Andlersdorf;128;1991
AT33;30803;Angern an der March;2872;1991
AT33;30804;Auersthal;1804;1991
AT33;30805;Bad Pirawarth;1522;1991
AT33;30808;Deutsch-Wagram;6111;1991
AT33;30810;Drösing;1204;1991
AT33;30811;Dürnkrut;2164;1991
AT33;30812;Ebenthal;746;1991
AT33;30813;Eckartsau;1140;1991
AT33;30814;Engelhartstetten;1668;1991
AT33;30817;Gänserndorf;6509;1991
AT33;30819;Glinzendorf;239;1991
AT33;30821;Groß-Enzersdorf;6750;1991
AT33;30822;Großhofen;71;1991
AT33;30824;Groß-Schweinbarth;1017;1991
AT33;30825;Haringsee;1074;1991
AT33;30826;Hauskirchen;1273;1991
AT33;30827;Hohenau an der March;2815;1991
AT33;30828;Hohenruppersdorf;974;1991
AT33;30829;Jedenspeigen;1115;1991
AT33;30830;Lassee;1980;1991
AT33;30831;Leopoldsdorf im Marchfelde;2244;1991
AT33;30834;Mannsdorf an der Donau;427;1991
AT33;30835;Marchegg;2736;1991
AT33;30836;Markgrafneusiedl;739;1991
AT33;30838;Matzen-Raggendorf;2501;1991
AT33;30841;Neusiedl an der Zaya;1264;1991
AT33;30842;Obersiebenbrunn;1179;1991
AT33;30844;Orth an der Donau;1773;1991
AT33;30845;Palterndorf-Dobermannsdorf;1304;1991
AT33;30846;Parbasdorf;110;1991
AT33;30848;Prottes;1221;1991
AT33;30849;Raasdorf;560;1991
AT33;30850;Ringelsdorf-Niederabsdorf;1490;1991
AT33;30852;Schönkirchen-Reyersdorf;1725;1991
AT33;30854;Spannberg;886;1991
AT33;30856;Strasshof an der Nordbahn;5673;1991
