Wanderung gegenüber Wien nach Zählbezirken, Migrationshintergrund und Geschlecht;;;;;;;;;;;;;;;;;;
Migration in Vienna by subdistrict, migrationbackground and sex;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;MIG_BACKGROUND;MIG_NET_TOTAL;MIG_NET_EXT;IMM_EXT;EMI_EXT;MIG_NET_INT;IMM_INT;EMI_INT;IMM_SDC;EMI_SDC;MIG_SDC_INT;REF_DATE
AT1;AT13;AT130;00000;9020101;1;MKD;0;-1;1;2;1;1;0;2;2;0;2007
AT1;AT13;AT130;00000;9020101;1;RUS;11;-2;0;2;13;5;0;14;6;0;2007
AT1;AT13;AT130;00000;9020101;1;CHN;3;1;1;0;2;0;1;5;2;1;2007
AT1;AT13;AT130;00000;9020101;1;OTHER;6;10;26;16;-4;2;4;47;49;4;2007
AT1;AT13;AT130;00000;9020102;2;AUT;-103;-4;7;11;-99;54;61;158;250;23;2007
AT1;AT13;AT130;00000;9020102;2;DEU;8;14;19;5;-6;2;4;18;22;2;2007
AT1;AT13;AT130;00000;9020102;2;POL;-10;7;12;5;-17;0;1;13;29;1;2007
AT1;AT13;AT130;00000;9020102;2;ROU;17;17;25;8;0;3;0;18;21;1;2007
AT1;AT13;AT130;00000;9020102;2;SVK;11;10;17;7;1;3;2;15;15;0;2007
AT1;AT13;AT130;00000;9020102;2;HUN;3;-1;2;3;4;2;1;4;1;0;2007
AT1;AT13;AT130;00000;9020102;2;BGR;-1;-1;9;10;0;1;0;10;11;1;2007
AT1;AT13;AT130;00000;9020102;2;CZE;-1;2;2;0;-3;0;0;2;5;1;2007
AT1;AT13;AT130;00000;9020102;2;REST-EU;8;2;9;7;6;0;0;10;4;1;2007
AT1;AT13;AT130;00000;9020102;2;SCG;-36;-6;27;33;-30;2;8;69;93;7;2007
AT1;AT13;AT130;00000;9020102;2;TUR;0;23;30;7;-23;4;1;39;65;11;2007
AT1;AT13;AT130;00000;9020102;2;BIH;0;10;11;1;-10;3;6;12;19;3;2007
AT1;AT13;AT130;00000;9020102;2;HRV;-11;-3;2;5;-8;0;0;8;16;1;2007
AT1;AT13;AT130;00000;9020102;2;MKD;1;0;0;0;1;0;0;4;3;0;2007
AT1;AT13;AT130;00000;9020102;2;RUS;-5;1;3;2;-6;2;0;6;14;0;2007
AT1;AT13;AT130;00000;9020102;2;CHN;-3;1;2;1;-4;0;0;5;9;2;2007
AT1;AT13;AT130;00000;9020102;2;OTHER;-9;13;43;30;-22;12;5;44;73;6;2007
AT1;AT13;AT130;00000;9020102;1;AUT;-55;-9;16;25;-46;65;63;177;225;18;2007
AT1;AT13;AT130;00000;9020102;1;DEU;19;23;31;8;-4;3;4;13;16;1;2007
AT1;AT13;AT130;00000;9020102;1;POL;-13;-6;21;27;-7;1;1;16;23;1;2007
AT1;AT13;AT130;00000;9020102;1;ROU;13;16;26;10;-3;2;1;13;17;1;2007
AT1;AT13;AT130;00000;9020102;1;SVK;7;5;10;5;2;1;1;6;4;0;2007
AT1;AT13;AT130;00000;9020102;1;HUN;1;0;1;1;1;0;0;1;0;0;2007
AT1;AT13;AT130;00000;9020102;1;BGR;4;6;9;3;-2;1;1;4;6;1;2007
AT1;AT13;AT130;00000;9020102;1;CZE;-4;-1;0;1;-3;0;2;2;3;1;2007
AT1;AT13;AT130;00000;9020102;1;REST-EU;10;4;14;10;6;0;1;13;6;0;2007
AT1;AT13;AT130;00000;9020102;1;SCG;-22;2;27;25;-24;5;8;85;106;7;2007
AT1;AT13;AT130;00000;9020102;1;TUR;-31;11;23;12;-42;5;7;66;106;15;2007
AT1;AT13;AT130;00000;9020102;1;BIH;-15;7;8;1;-22;1;2;11;32;4;2007
AT1;AT13;AT130;00000;9020102;1;HRV;-4;4;10;6;-8;0;2;9;15;1;2007
AT1;AT13;AT130;00000;9020102;1;MKD;0;3;4;1;-3;0;0;7;10;0;2007
AT1;AT13;AT130;00000;9020102;1;RUS;6;-1;1;2;7;5;0;6;4;0;2007
AT1;AT13;AT130;00000;9020102;1;CHN;-7;-1;3;4;-6;1;2;2;7;0;2007
AT1;AT13;AT130;00000;9020102;1;OTHER;32;-6;42;48;38;16;8;139;109;11;2007
AT1;AT13;AT130;00000;9020103;2;AUT;-25;-2;9;11;-23;112;98;234;271;33;2007
AT1;AT13;AT130;00000;9020103;2;DEU;24;18;26;8;6;3;3;28;22;1;2007
AT1;AT13;AT130;00000;9020103;2;POL;5;10;14;4;-5;1;0;16;22;0;2007
AT1;AT13;AT130;00000;9020103;2;ROU;5;3;12;9;2;3;2;14;13;1;2007
AT1;AT13;AT130;00000;9020103;2;SVK;-3;3;7;4;-6;3;0;1;10;0;2007
AT1;AT13;AT130;00000;9020103;2;HUN;14;7;8;1;7;1;0;8;2;0;2007
AT1;AT13;AT130;00000;9020103;2;BGR;-8;-3;3;6;-5;2;0;1;8;0;2007
AT1;AT13;AT130;00000;9020103;2;CZE;1;3;3;0;-2;1;2;2;3;1;2007
AT1;AT13;AT130;00000;9020103;2;REST-EU;5;5;25;20;0;1;1;18;18;6;2007
AT1;AT13;AT130;00000;9020103;2;SCG;-14;1;13;12;-15;1;1;38;53;4;2007
AT1;AT13;AT130;00000;9020103;2;TUR;-9;2;7;5;-11;2;4;16;25;0;2007
AT1;AT13;AT130;00000;9020103;2;BIH;2;1;3;2;1;0;0;10;9;0;2007
AT1;AT13;AT130;00000;9020103;2;HRV;0;2;3;1;-2;0;0;6;8;0;2007
AT1;AT13;AT130;00000;9020103;2;MKD;-1;3;3;0;-4;0;0;3;7;0;2007
AT1;AT13;AT130;00000;9020103;2;RUS;-1;1;2;1;-2;0;1;8;9;0;2007
AT1;AT13;AT130;00000;9020103;2;CHN;2;4;7;3;-2;0;0;1;3;0;2007
AT1;AT13;AT130;00000;9020103;2;OTHER;-25;-3;54;57;-22;7;4;39;64;7;2007
AT1;AT13;AT130;00000;9020103;1;AUT;53;13;49;36;40;124;76;310;318;30;2007
AT1;AT13;AT130;00000;9020103;1;DEU;38;33;38;5;5;5;5;32;27;1;2007
AT1;AT13;AT130;00000;9020103;1;POL;-2;3;19;16;-5;1;1;20;25;0;2007
AT1;AT13;AT130;00000;9020103;1;ROU;10;10;16;6;0;2;0;5;7;0;2007
AT1;AT13;AT130;00000;9020103;1;SVK;4;1;4;3;3;1;0;2;0;0;2007
AT1;AT13;AT130;00000;9020103;1;HUN;-4;-1;5;6;-3;0;1;0;2;1;2007
AT1;AT13;AT130;00000;9020103;1;BGR;-5;-1;2;3;-4;0;0;2;6;1;2007
AT1;AT13;AT130;00000;9020103;1;CZE;-3;-2;0;2;-1;0;1;2;2;0;2007
AT1;AT13;AT130;00000;9020103;1;REST-EU;6;5;25;20;1;4;5;16;14;6;2007
AT1;AT13;AT130;00000;9020103;1;SCG;-10;-2;12;14;-8;7;2;43;56;6;2007
AT1;AT13;AT130;00000;9020103;1;TUR;-14;0;8;8;-14;4;2;29;45;2;2007
AT1;AT13;AT130;00000;9020103;1;BIH;4;6;8;2;-2;3;4;6;7;0;2007
AT1;AT13;AT130;00000;9020103;1;HRV;3;-3;1;4;6;2;1;10;5;0;2007
AT1;AT13;AT130;00000;9020103;1;MKD;-1;3;3;0;-4;0;0;2;6;0;2007
AT1;AT13;AT130;00000;9020103;1;RUS;-6;0;0;0;-6;0;0;1;7;0;2007
AT1;AT13;AT130;00000;9020103;1;CHN;1;1;3;2;0;0;0;1;1;0;2007
AT1;AT13;AT130;00000;9020103;1;OTHER;-31;6;73;67;-37;9;10;67;103;4;2007
AT1;AT13;AT130;00000;9020104;2;AUT;-82;-19;11;30;-63;108;93;208;286;21;2007
AT1;AT13;AT130;00000;9020104;2;DEU;26;18;33;15;8;2;3;24;15;0;2007
AT1;AT13;AT130;00000;9020104;2;POL;10;14;19;5;-4;0;6;13;11;2;2007
AT1;AT13;AT130;00000;9020104;2;ROU;12;21;28;7;-9;2;0;13;24;3;2007
AT1;AT13;AT130;00000;9020104;2;SVK;8;4;14;10;4;3;1;9;7;1;2007
AT1;AT13;AT130;00000;9020104;2;HUN;-2;3;9;6;-5;1;0;2;8;0;2007
AT1;AT13;AT130;00000;9020104;2;BGR;10;10;14;4;0;0;0;11;11;1;2007
AT1;AT13;AT130;00000;9020104;2;CZE;-6;-2;4;6;-4;0;1;0;3;0;2007
AT1;AT13;AT130;00000;9020104;2;REST-EU;8;8;23;15;0;4;2;14;16;5;2007
AT1;AT13;AT130;00000;9020104;2;SCG;-14;2;20;18;-16;3;3;56;72;6;2007
AT1;AT13;AT130;00000;9020104;2;TUR;-9;13;20;7;-22;3;1;20;44;4;2007
AT1;AT13;AT130;00000;9020104;2;BIH;-7;3;4;1;-10;4;1;10;23;2;2007
AT1;AT13;AT130;00000;9020104;2;HRV;5;2;2;0;3;1;1;8;5;2;2007
AT1;AT13;AT130;00000;9020104;2;MKD;-2;0;1;1;-2;0;0;1;3;0;2007
AT1;AT13;AT130;00000;9020104;2;RUS;38;19;21;2;19;33;14;25;25;3;2007
AT1;AT13;AT130;00000;9020104;2;CHN;10;18;55;37;-8;8;7;31;40;0;2007
AT1;AT13;AT130;00000;9020104;2;OTHER;48;38;88;50;10;34;16;136;144;20;2007
AT1;AT13;AT130;00000;9020104;1;AUT;-16;-2;40;42;-14;101;77;258;296;22;2007
AT1;AT13;AT130;00000;9020104;1;DEU;8;16;40;24;-8;8;5;26;37;7;2007
AT1;AT13;AT130;00000;9020104;1;POL;-1;0;8;8;-1;0;5;14;10;4;2007
AT1;AT13;AT130;00000;9020104;1;ROU;6;13;27;14;-7;0;0;5;12;0;2007
AT1;AT13;AT130;00000;9020104;1;SVK;0;3;9;6;-3;0;1;3;5;0;2007
AT1;AT13;AT130;00000;9020104;1;HUN;3;4;10;6;-1;0;1;4;4;0;2007
AT1;AT13;AT130;00000;9020104;1;BGR;4;5;10;5;-1;1;1;4;5;0;2007
AT1;AT13;AT130;00000;9020104;1;CZE;2;4;6;2;-2;0;0;0;2;0;2007
AT1;AT13;AT130;00000;9020104;1;REST-EU;14;19;38;19;-5;3;3;17;22;7;2007
AT1;AT13;AT130;00000;9020104;1;SCG;15;-3;64;67;18;40;11;112;123;7;2007
AT1;AT13;AT130;00000;9020104;1;TUR;2;11;13;2;-9;9;1;50;67;1;2007
AT1;AT13;AT130;00000;9020104;1;BIH;5;2;7;5;3;2;4;26;21;1;2007
AT1;AT13;AT130;00000;9020104;1;HRV;4;0;4;4;4;1;0;8;5;1;2007
AT1;AT13;AT130;00000;9020104;1;MKD;5;5;9;4;0;1;0;7;8;0;2007
AT1;AT13;AT130;00000;9020104;1;RUS;35;4;21;17;31;54;13;45;55;3;2007
AT1;AT13;AT130;00000;9020104;1;CHN;41;40;102;62;1;27;26;30;30;0;2007
AT1;AT13;AT130;00000;9020104;1;OTHER;82;-34;357;391;116;310;68;416;542;26;2007
AT1;AT13;AT130;00000;9020105;2;AUT;-48;-2;8;10;-46;60;55;117;168;17;2007
AT1;AT13;AT130;00000;9020105;2;DEU;7;20;22;2;-13;0;4;13;22;2;2007
AT1;AT13;AT130;00000;9020105;2;POL;10;8;9;1;2;4;0;2;4;0;2007
AT1;AT13;AT130;00000;9020105;2;ROU;4;4;13;9;0;3;1;7;9;2;2007
AT1;AT13;AT130;00000;9020105;2;SVK;4;6;9;3;-2;1;0;1;4;0;2007
AT1;AT13;AT130;00000;9020105;2;HUN;-4;-1;2;3;-3;0;0;2;5;0;2007
AT1;AT13;AT130;00000;9020105;2;BGR;6;9;9;0;-3;2;2;4;7;0;2007
AT1;AT13;AT130;00000;9020105;2;CZE;-2;-2;1;3;0;3;2;2;3;1;2007
AT1;AT13;AT130;00000;9020105;2;REST-EU;2;11;28;17;-9;0;2;2;9;1;2007
AT1;AT13;AT130;00000;9020105;2;SCG;0;5;12;7;-5;4;1;34;42;3;2007
AT1;AT13;AT130;00000;9020105;2;TUR;-5;1;2;1;-6;0;3;15;18;0;2007
AT1;AT13;AT130;00000;9020105;2;BIH;3;5;5;0;-2;0;0;3;5;0;2007
AT1;AT13;AT130;00000;9020105;2;HRV;8;3;3;0;5;3;0;9;7;0;2007
AT1;AT13;AT130;00000;9020105;2;MKD;4;1;1;0;3;0;0;6;3;0;2007
AT1;AT13;AT130;00000;9020105;2;RUS;0;1;1;0;-1;3;0;3;7;0;2007
AT1;AT13;AT130;00000;9020105;2;CHN;5;1;2;1;4;0;1;5;0;0;2007
AT1;AT13;AT130;00000;9020105;2;OTHER;25;19;42;23;6;7;3;47;45;11;2007
AT1;AT13;AT130;00000;9020105;1;AUT;-53;-18;17;35;-35;56;45;135;181;14;2007
AT1;AT13;AT130;00000;9020105;1;DEU;2;11;19;8;-9;2;3;7;15;3;2007
AT1;AT13;AT130;00000;9020105;1;POL;-9;10;21;11;-19;2;2;11;30;2;2007
AT1;AT13;AT130;00000;9020105;1;ROU;2;6;12;6;-4;1;1;1;5;1;2007
AT1;AT13;AT130;00000;9020105;1;SVK;3;7;10;3;-4;0;1;0;3;0;2007
AT1;AT13;AT130;00000;9020105;1;HUN;-3;-1;5;6;-2;1;0;1;4;0;2007
AT1;AT13;AT130;00000;9020105;1;BGR;6;6;6;0;0;0;0;6;6;0;2007
AT1;AT13;AT130;00000;9020105;1;CZE;-1;-2;0;2;1;0;0;2;1;0;2007
AT1;AT13;AT130;00000;9020105;1;REST-EU;11;13;23;10;-2;1;0;6;9;2;2007
AT1;AT13;AT130;00000;9020105;1;SCG;-15;-1;10;11;-14;1;1;34;48;4;2007
AT1;AT13;AT130;00000;9020105;1;TUR;1;3;5;2;-2;0;3;14;13;0;2007
AT1;AT13;AT130;00000;9020105;1;BIH;3;2;3;1;1;0;0;7;6;2;2007
AT1;AT13;AT130;00000;9020105;1;HRV;4;1;2;1;3;1;0;6;4;0;2007
AT1;AT13;AT130;00000;9020105;1;MKD;-4;1;1;0;-5;0;0;5;10;0;2007
AT1;AT13;AT130;00000;9020105;1;RUS;5;2;4;2;3;7;3;5;6;0;2007
AT1;AT13;AT130;00000;9020105;1;CHN;3;2;2;0;1;1;0;4;4;0;2007
AT1;AT13;AT130;00000;9020105;1;OTHER;32;37;71;34;-5;14;6;83;96;11;2007
AT1;AT13;AT130;00000;9020106;2;AUT;31;-6;1;7;37;34;38;121;80;8;2007
AT1;AT13;AT130;00000;9020106;2;DEU;4;7;12;5;-3;1;3;3;4;0;2007
AT1;AT13;AT130;00000;9020106;2;POL;8;7;9;2;1;1;1;5;4;1;2007
AT1;AT13;AT130;00000;9020106;2;ROU;4;7;9;2;-3;1;2;2;4;0;2007
AT1;AT13;AT130;00000;9020106;2;SVK;2;3;4;1;-1;0;0;2;3;0;2007
AT1;AT13;AT130;00000;9020106;2;HUN;3;2;2;0;1;1;0;3;3;0;2007
AT1;AT13;AT130;00000;9020106;2;BGR;3;5;5;0;-2;0;0;0;2;0;2007
AT1;AT13;AT130;00000;9020106;2;CZE;3;1;1;0;2;0;0;3;1;0;2007
AT1;AT13;AT130;00000;9020106;2;REST-EU;0;1;3;2;-1;2;3;4;4;0;2007
AT1;AT13;AT130;00000;9020106;2;SCG;2;2;7;5;0;0;1;21;20;0;2007
AT1;AT13;AT130;00000;9020106;2;TUR;-4;1;1;0;-5;1;1;4;9;0;2007
AT1;AT13;AT130;00000;9020106;2;BIH;1;-2;0;2;3;0;0;5;2;0;2007
AT1;AT13;AT130;00000;9020106;2;HRV;4;3;3;0;1;0;0;4;3;0;2007
AT1;AT13;AT130;00000;9020106;2;MKD;-3;0;1;1;-3;0;0;0;3;3;2007
AT1;AT13;AT130;00000;9020106;2;RUS;-4;0;0;0;-4;1;1;3;7;1;2007
AT1;AT13;AT130;00000;9020106;2;CHN;-1;-1;0;1;0;0;0;0;0;0;2007
AT1;AT13;AT130;00000;9020106;2;OTHER;6;-2;8;10;8;5;3;23;17;2;2007
AT1;AT13;AT130;00000;9020106;1;AUT;-4;-5;14;19;1;44;44;91;90;13;2007
AT1;AT13;AT130;00000;9020106;1;DEU;1;6;12;6;-5;1;4;5;7;0;2007
AT1;AT13;AT130;00000;9020106;1;POL;-10;-7;9;16;-3;0;1;9;11;1;2007
AT1;AT13;AT130;00000;9020106;1;ROU;-1;0;8;8;-1;0;1;4;4;1;2007
AT1;AT13;AT130;00000;9020106;1;SVK;1;0;1;1;1;1;0;0;0;0;2007
AT1;AT13;AT130;00000;9020106;1;HUN;3;3;4;1;0;0;1;2;1;0;2007
AT1;AT13;AT130;00000;9020106;1;BGR;3;3;3;0;0;1;0;0;1;0;2007
AT1;AT13;AT130;00000;9020106;1;CZE;-1;0;0;0;-1;0;0;1;2;0;2007
AT1;AT13;AT130;00000;9020106;1;REST-EU;1;1;5;4;0;1;3;6;4;0;2007
AT1;AT13;AT130;00000;9020106;1;SCG;2;-1;4;5;3;0;1;21;17;0;2007
AT1;AT13;AT130;00000;9020106;1;TUR;-4;1;1;0;-5;3;0;8;16;0;2007
AT1;AT13;AT130;00000;9020106;1;BIH;-4;-3;0;3;-1;0;0;3;4;0;2007
AT1;AT13;AT130;00000;9020106;1;HRV;-4;0;2;2;-4;0;0;4;8;0;2007
AT1;AT13;AT130;00000;9020106;1;MKD;-1;0;1;1;-1;0;0;0;1;2;2007
AT1;AT13;AT130;00000;9020106;1;RUS;1;-1;0;1;2;0;0;4;2;0;2007
AT1;AT13;AT130;00000;9020106;1;CHN;-2;-2;0;2;0;0;0;0;0;0;2007
AT1;AT13;AT130;00000;9020106;1;OTHER;7;4;12;8;3;0;2;21;16;2;2007
AT1;AT13;AT130;00000;9020107;2;AUT;-51;-9;10;19;-42;101;78;201;266;32;2007
AT1;AT13;AT130;00000;9020107;2;DEU;9;18;30;12;-9;2;4;15;22;0;2007
AT1;AT13;AT130;00000;9020107;2;POL;1;14;27;13;-13;1;3;21;32;3;2007
AT1;AT13;AT130;00000;9020107;2;ROU;21;25;34;9;-4;2;2;15;19;1;2007
AT1;AT13;AT130;00000;9020107;2;SVK;2;9;13;4;-7;1;1;12;19;0;2007
AT1;AT13;AT130;00000;9020107;2;HUN;0;7;13;6;-7;1;3;3;8;1;2007
AT1;AT13;AT130;00000;9020107;2;BGR;9;6;7;1;3;1;2;15;11;1;2007
AT1;AT13;AT130;00000;9020107;2;CZE;1;3;4;1;-2;2;1;1;4;0;2007
AT1;AT13;AT130;00000;9020107;2;REST-EU;23;24;77;53;-1;0;2;20;19;3;2007
AT1;AT13;AT130;00000;9020107;2;SCG;-24;-6;21;27;-18;7;6;91;110;9;2007
AT1;AT13;AT130;00000;9020107;2;TUR;-18;14;17;3;-32;3;3;33;65;6;2007
AT1;AT13;AT130;00000;9020107;2;BIH;-8;6;7;1;-14;1;4;11;22;1;2007
AT1;AT13;AT130;00000;9020107;2;HRV;-7;0;4;4;-7;0;2;7;12;0;2007
AT1;AT13;AT130;00000;9020107;2;MKD;7;4;4;0;3;0;3;8;2;4;2007
AT1;AT13;AT130;00000;9020107;2;RUS;-4;3;10;7;-7;10;1;11;27;2;2007
AT1;AT13;AT130;00000;9020107;2;CHN;0;6;12;6;-6;2;2;16;22;0;2007
AT1;AT13;AT130;00000;9020107;2;OTHER;49;43;97;54;6;7;6;87;82;8;2007
AT1;AT13;AT130;00000;9020107;1;AUT;-41;-1;21;22;-40;85;78;214;261;36;2007
AT1;AT13;AT130;00000;9020107;1;DEU;17;33;45;12;-16;4;8;22;34;2;2007
AT1;AT13;AT130;00000;9020107;1;POL;-13;6;34;28;-19;2;3;26;44;5;2007
AT1;AT13;AT130;00000;9020107;1;ROU;29;24;30;6;5;2;1;13;9;4;2007
AT1;AT13;AT130;00000;9020107;1;SVK;3;4;5;1;-1;1;0;6;8;0;2007
AT1;AT13;AT130;00000;9020107;1;HUN;6;10;13;3;-4;1;1;5;9;0;2007
AT1;AT13;AT130;00000;9020107;1;BGR;8;6;9;3;2;1;0;7;6;1;2007
AT1;AT13;AT130;00000;9020107;1;CZE;-10;-6;1;7;-4;0;2;0;2;0;2007
AT1;AT13;AT130;00000;9020107;1;REST-EU;24;18;58;40;6;1;2;16;9;3;2007
AT1;AT13;AT130;00000;9020107;1;SCG;-7;-1;39;40;-6;7;4;117;126;13;2007
AT1;AT13;AT130;00000;9020107;1;TUR;-21;10;27;17;-31;6;2;51;86;15;2007
AT1;AT13;AT130;00000;9020107;1;BIH;1;3;9;6;-2;7;4;20;25;1;2007
AT1;AT13;AT130;00000;9020107;1;HRV;-12;-2;2;4;-10;2;2;8;18;1;2007
AT1;AT13;AT130;00000;9020107;1;MKD;4;3;3;0;1;0;4;11;6;5;2007
AT1;AT13;AT130;00000;9020107;1;RUS;3;2;3;1;1;13;0;7;19;4;2007
AT1;AT13;AT130;00000;9020107;1;CHN;9;12;15;3;-3;1;2;13;15;0;2007
AT1;AT13;AT130;00000;9020107;1;OTHER;17;40;108;68;-23;8;11;131;151;11;2007
AT1;AT13;AT130;00000;9020108;2;AUT;-5;-1;0;1;-4;8;11;32;33;8;2007
AT1;AT13;AT130;00000;9020108;2;DEU;-1;-1;0;1;0;0;0;0;0;0;2007
AT1;AT13;AT130;00000;9020108;2;POL;3;0;0;0;3;0;0;3;0;1;2007
AT1;AT13;AT130;00000;9020108;2;ROU;-1;0;0;0;-1;0;0;0;1;0;2007
AT1;AT13;AT130;00000;9020108;2;SVK;2;1;1;0;1;0;0;1;0;0;2007
AT1;AT13;AT130;00000;9020108;2;HUN;-1;0;0;0;-1;0;0;2;3;0;2007
AT1;AT13;AT130;00000;9020108;2;CZE;1;1;1;0;0;0;0;0;0;0;2007
AT1;AT13;AT130;00000;9020108;2;REST-EU;1;0;0;0;1;0;0;2;1;0;2007
AT1;AT13;AT130;00000;9020108;2;SCG;9;0;1;1;9;0;2;14;3;0;2007
AT1;AT13;AT130;00000;9020108;2;TUR;-1;1;2;1;-2;0;0;0;2;0;2007
AT1;AT13;AT130;00000;9020108;2;RUS;2;0;0;0;2;0;0;2;0;0;2007
AT1;AT13;AT130;00000;9020108;2;OTHER;1;0;0;0;1;0;1;4;2;0;2007
AT1;AT13;AT130;00000;9020108;1;AUT;24;-1;0;1;25;3;7;48;19;5;2007
AT1;AT13;AT130;00000;9020108;1;DEU;0;0;3;3;0;0;0;0;0;0;2007
AT1;AT13;AT130;00000;9020108;1;POL;1;0;0;0;1;0;0;1;0;0;2007
AT1;AT13;AT130;00000;9020108;1;ROU;2;1;1;0;1;0;0;1;0;0;2007
AT1;AT13;AT130;00000;9020108;1;SVK;1;0;1;1;1;0;0;1;0;0;2007
AT1;AT13;AT130;00000;9020108;1;HUN;2;1;2;1;1;0;0;1;0;0;2007
AT1;AT13;AT130;00000;9020108;1;BGR;1;1;1;0;0;0;0;0;0;1;2007
AT1;AT13;AT130;00000;9020108;1;CZE;1;1;1;0;0;0;0;0;0;0;2007
AT1;AT13;AT130;00000;9020108;1;SCG;0;1;1;0;-1;0;3;7;5;0;2007
AT1;AT13;AT130;00000;9020108;1;TUR;-2;0;0;0;-2;0;0;2;4;0;2007
AT1;AT13;AT130;00000;9020108;1;BIH;1;0;0;0;1;0;1;3;1;0;2007
AT1;AT13;AT130;00000;9020108;1;HRV;-1;0;0;0;-1;0;1;1;1;0;2007
AT1;AT13;AT130;00000;9020108;1;MKD;-2;0;0;0;-2;0;0;1;3;0;2007
AT1;AT13;AT130;00000;9020108;1;RUS;2;0;0;0;2;0;0;2;0;0;2007
AT1;AT13;AT130;00000;9020108;1;CHN;1;1;1;0;0;0;0;0;0;0;2007
AT1;AT13;AT130;00000;9020108;1;OTHER;5;1;2;1;4;1;0;8;5;0;2007
AT1;AT13;AT130;00000;9020109;2;AUT;-51;-8;7;15;-43;56;85;240;254;58;2007
AT1;AT13;AT130;00000;9020109;2;DEU;7;4;7;3;3;1;0;11;9;1;2007
AT1;AT13;AT130;00000;9020109;2;POL;17;18;19;1;-1;1;0;18;20;2;2007
AT1;AT13;AT130;00000;9020109;2;ROU;20;15;19;4;5;4;2;18;15;0;2007
AT1;AT13;AT130;00000;9020109;2;SVK;5;10;10;0;-5;1;0;7;13;3;2007
AT1;AT13;AT130;00000;9020109;2;HUN;-2;-1;2;3;-1;0;0;2;3;2;2007
AT1;AT13;AT130;00000;9020109;2;BGR;-2;0;2;2;-2;0;0;1;3;0;2007
AT1;AT13;AT130;00000;9020109;2;CZE;0;-1;1;2;1;0;0;7;6;1;2007
AT1;AT13;AT130;00000;9020109;2;REST-EU;5;0;4;4;5;1;3;11;4;0;2007
AT1;AT13;AT130;00000;9020109;2;SCG;-11;3;18;15;-14;2;2;53;67;6;2007
AT1;AT13;AT130;00000;9020109;2;TUR;10;6;9;3;4;6;2;37;37;9;2007
AT1;AT13;AT130;00000;9020109;2;BIH;8;3;5;2;5;1;0;17;13;1;2007
AT1;AT13;AT130;00000;9020109;2;HRV;5;1;2;1;4;1;2;8;3;1;2007
AT1;AT13;AT130;00000;9020109;2;MKD;-1;-1;0;1;0;1;0;1;2;2;2007
AT1;AT13;AT130;00000;9020109;2;RUS;8;2;2;0;6;7;2;7;6;0;2007
AT1;AT13;AT130;00000;9020109;2;CHN;5;1;1;0;4;1;3;11;5;0;2007
AT1;AT13;AT130;00000;9020109;2;OTHER;40;16;32;16;24;12;5;71;54;6;2007
AT1;AT13;AT130;00000;9020109;1;AUT;-90;-7;16;23;-83;45;69;211;270;47;2007
AT1;AT13;AT130;00000;9020109;1;DEU;9;3;4;1;6;1;1;10;4;0;2007
AT1;AT13;AT130;00000;9020109;1;POL;19;20;24;4;-1;2;1;14;16;0;2007
AT1;AT13;AT130;00000;9020109;1;ROU;17;4;17;13;13;3;1;20;9;0;2007
AT1;AT13;AT130;00000;9020109;1;SVK;3;1;1;0;2;0;0;4;2;0;2007
AT1;AT13;AT130;00000;9020109;1;HUN;0;0;3;3;0;0;0;3;3;0;2007
AT1;AT13;AT130;00000;9020109;1;BGR;-2;0;2;2;-2;0;0;0;2;0;2007
AT1;AT13;AT130;00000;9020109;1;CZE;-1;-1;1;2;0;0;2;2;0;0;2007
AT1;AT13;AT130;00000;9020109;1;REST-EU;8;8;12;4;0;0;0;4;4;1;2007
AT1;AT13;AT130;00000;9020109;1;SCG;-11;-7;14;21;-4;3;1;68;74;9;2007
AT1;AT13;AT130;00000;9020109;1;TUR;5;5;13;8;0;5;4;52;53;13;2007
AT1;AT13;AT130;00000;9020109;1;BIH;7;2;4;2;5;2;1;15;11;3;2007
AT1;AT13;AT130;00000;9020109;1;HRV;3;2;4;2;1;1;0;7;7;0;2007
AT1;AT13;AT130;00000;9020109;1;MKD;1;1;2;1;0;0;0;3;3;0;2007
AT1;AT13;AT130;00000;9020109;1;RUS;10;1;3;2;9;7;2;6;2;0;2007
AT1;AT13;AT130;00000;9020109;1;CHN;9;-1;0;1;10;1;0;11;2;0;2007
AT1;AT13;AT130;00000;9020109;1;OTHER;47;9;39;30;38;12;9;135;100;9;2007
AT1;AT13;AT130;00000;9020110;2;AUT;-1;0;0;0;-1;0;1;0;0;0;2007
AT1;AT13;AT130;00000;9020199;2;AUT;-79;-5;0;5;-74;0;17;4;61;0;2007
AT1;AT13;AT130;00000;9020199;2;DEU;-5;0;0;0;-5;0;1;0;4;0;2007
AT1;AT13;AT130;00000;9020199;2;ROU;-3;0;0;0;-3;0;1;0;2;0;2007
AT1;AT13;AT130;00000;9020199;2;HUN;-3;0;0;0;-3;0;0;0;3;0;2007
AT1;AT13;AT130;00000;9020199;2;SCG;-3;-2;0;2;-1;0;0;1;2;0;2007
AT1;AT13;AT130;00000;9020199;2;TUR;-3;-1;0;1;-2;0;0;0;2;0;2007
AT1;AT13;AT130;00000;9020199;2;BIH;-9;-1;0;1;-8;0;1;0;7;0;2007
