NUTS1;NUTS2;NUTS3;DISTRICT_CODE;T;WV;WK;BZ;SPR;WBER  ; ABG.   ;UNG.   ;SPOE   ;OEVP   ;GRUE   ;FPOE   ;BZOE   ;KPOE   ;LIF    ;MUT    ;SLP    ;DEM    ;                                                                                                 
AT1;AT13;AT130;90901;4;1;2;9;46;0;2783;41;1082;652;549;342;32;30;35;20;0;0;                                                                                                 
AT1;AT13;AT130;90901;4;1;2;9;47;0;973;13;286;200;335;91;15;13;17;3;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;0;0;296;8;156;32;35;55;3;4;3;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;1;401;252;8;94;31;66;43;3;5;2;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;2;657;299;7;121;26;68;60;3;9;5;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;3;663;388;7;140;53;122;46;5;9;6;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;4;565;267;6;108;50;43;48;4;6;2;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;5;549;282;11;114;43;58;50;0;5;1;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;6;429;212;8;80;21;40;55;5;1;2;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;7;573;313;4;121;37;67;61;4;13;6;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;8;617;351;9;129;42;99;58;2;5;7;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;9;581;318;5;146;33;75;47;2;5;5;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;10;543;288;7;109;29;81;41;5;8;8;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;11;563;278;4;120;32;55;51;6;5;5;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;12;369;218;7;69;39;39;56;3;3;2;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;13;422;238;8;104;35;47;38;1;4;1;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;14;474;296;7;119;31;72;54;2;4;7;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;15;442;257;7;86;34;68;50;1;7;4;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;16;483;275;6;97;56;63;41;3;5;4;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;17;369;194;7;68;22;47;37;1;9;3;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;18;727;263;18;91;37;70;37;2;6;2;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;19;260;264;8;144;31;40;26;8;6;1;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;20;568;278;8;123;31;47;57;5;3;4;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;21;411;205;0;108;21;28;44;1;1;2;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;22;335;162;4;66;24;34;23;4;5;2;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;23;540;277;6;133;25;62;44;5;2;0;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;24;570;288;3;126;36;73;39;2;6;3;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;25;446;230;5;101;18;61;36;1;6;2;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;26;396;212;7;81;23;36;48;5;7;5;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;27;323;167;4;63;37;20;33;6;1;3;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;28;530;292;5;115;32;59;62;6;5;8;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;29;564;319;8;164;22;56;59;5;4;1;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;30;491;253;3;108;33;51;54;1;3;0;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;31;612;333;9;144;36;75;52;6;8;3;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;32;727;424;13;195;33;88;76;3;9;7;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;33;565;312;7;135;37;50;65;7;5;6;0;0;0;                                                                                                 
AT1;AT13;AT130;90201;4;1;3;2;34;322;166;2;55;32;40;32;0;2;3;0;0;0;                                                                                                 
