Wanderung gegenüber Wien nach Bezirken, Geburtsstaat und Geschlecht;;;;;;;;;;;;;;;;;;
Migration in Vienna by district, country of birth and sex;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;COUNTRY_OF_BIRTH;MIG_NET_TOTAL;MIG_NET_EXT;IMM_EXT;EMI_EXT;MIG_NET_INT;IMM_INT;EMI_INT;IMM_DC;EMI_DC;MIG_DC_INT;REF_DATE
AT1;AT13;AT130;91001;00000000;1;CHN;35;3;53;50;32;25;18;77;52;13;2012
AT1;AT13;AT130;91001;00000000;1;OTHER;1218;500;1046;546;718;479;131;1480;1110;386;2012
AT1;AT13;AT130;91101;00000000;2;AUT;-62;-40;46;86;-22;429;616;1197;1032;848;2012
AT1;AT13;AT130;91101;00000000;2;DEU;1;20;57;37;-19;8;20;43;50;18;2012
AT1;AT13;AT130;91101;00000000;2;POL;23;21;65;44;2;7;13;77;69;30;2012
AT1;AT13;AT130;91101;00000000;2;ROU;43;47;102;55;-4;17;19;70;72;27;2012
AT1;AT13;AT130;91101;00000000;2;SVK;40;25;51;26;15;12;16;51;32;11;2012
AT1;AT13;AT130;91101;00000000;2;HUN;35;37;65;28;-2;7;7;23;25;14;2012
AT1;AT13;AT130;91101;00000000;2;BGR;30;15;39;24;15;4;2;28;15;3;2012
AT1;AT13;AT130;91101;00000000;2;CZE;15;6;9;3;9;1;3;24;13;3;2012
AT1;AT13;AT130;91101;00000000;2;REST-EU;8;21;78;57;-13;2;1;20;34;8;2012
AT1;AT13;AT130;91101;00000000;2;SCG;78;38;86;48;40;15;16;153;112;65;2012
AT1;AT13;AT130;91101;00000000;2;TUR;59;20;57;37;39;11;16;130;86;86;2012
AT1;AT13;AT130;91101;00000000;2;BIH;48;15;26;11;33;14;11;75;45;32;2012
AT1;AT13;AT130;91101;00000000;2;HRV;17;3;6;3;14;4;3;26;13;9;2012
AT1;AT13;AT130;91101;00000000;2;MKD;15;1;9;8;14;3;3;25;11;9;2012
AT1;AT13;AT130;91101;00000000;2;RUS;2;15;29;14;-13;24;8;41;70;10;2012
AT1;AT13;AT130;91101;00000000;2;CHN;16;11;24;13;5;5;0;23;23;2;2012
AT1;AT13;AT130;91101;00000000;2;OTHER;134;78;193;115;56;74;25;225;218;91;2012
AT1;AT13;AT130;91101;00000000;1;AUT;-194;-32;102;134;-162;431;632;1197;1158;815;2012
AT1;AT13;AT130;91101;00000000;1;DEU;-13;5;58;53;-18;9;17;55;65;15;2012
AT1;AT13;AT130;91101;00000000;1;POL;74;49;112;63;25;10;13;93;65;23;2012
AT1;AT13;AT130;91101;00000000;1;ROU;70;48;134;86;22;14;16;91;67;28;2012
AT1;AT13;AT130;91101;00000000;1;SVK;2;5;37;32;-3;4;11;28;24;3;2012
AT1;AT13;AT130;91101;00000000;1;HUN;-22;-29;72;101;7;12;13;32;24;12;2012
AT1;AT13;AT130;91101;00000000;1;BGR;26;18;29;11;8;4;1;25;20;1;2012
AT1;AT13;AT130;91101;00000000;1;CZE;5;0;8;8;5;0;1;14;8;2;2012
AT1;AT13;AT130;91101;00000000;1;REST-EU;46;51;102;51;-5;7;6;31;37;11;2012
AT1;AT13;AT130;91101;00000000;1;SCG;81;34;132;98;47;17;21;194;143;61;2012
AT1;AT13;AT130;91101;00000000;1;TUR;34;16;87;71;18;20;16;193;179;110;2012
AT1;AT13;AT130;91101;00000000;1;BIH;51;19;32;13;32;7;16;91;50;30;2012
AT1;AT13;AT130;91101;00000000;1;HRV;8;1;7;6;7;0;2;18;9;5;2012
AT1;AT13;AT130;91101;00000000;1;MKD;1;-7;12;19;8;2;5;40;29;11;2012
AT1;AT13;AT130;91101;00000000;1;RUS;-37;-6;12;18;-31;19;5;39;84;11;2012
AT1;AT13;AT130;91101;00000000;1;CHN;24;13;33;20;11;4;6;35;22;5;2012
AT1;AT13;AT130;91101;00000000;1;OTHER;122;45;255;210;77;146;79;486;476;107;2012
AT1;AT13;AT130;91201;00000000;2;AUT;-62;-40;74;114;-22;704;604;1506;1628;641;2012
AT1;AT13;AT130;91201;00000000;2;DEU;28;40;92;52;-12;16;30;92;90;21;2012
AT1;AT13;AT130;91201;00000000;2;POL;108;84;147;63;24;16;8;105;89;19;2012
AT1;AT13;AT130;91201;00000000;2;ROU;69;61;132;71;8;17;15;89;83;27;2012
AT1;AT13;AT130;91201;00000000;2;SVK;44;46;71;25;-2;6;9;68;67;28;2012
AT1;AT13;AT130;91201;00000000;2;HUN;40;45;75;30;-5;11;12;39;43;16;2012
AT1;AT13;AT130;91201;00000000;2;BGR;8;39;80;41;-31;4;1;38;72;18;2012
AT1;AT13;AT130;91201;00000000;2;CZE;16;13;20;7;3;3;1;23;22;6;2012
AT1;AT13;AT130;91201;00000000;2;REST-EU;23;36;68;32;-13;7;13;41;48;10;2012
AT1;AT13;AT130;91201;00000000;2;SCG;62;62;129;67;0;16;19;209;206;59;2012
AT1;AT13;AT130;91201;00000000;2;TUR;-8;35;82;47;-43;20;22;113;154;62;2012
AT1;AT13;AT130;91201;00000000;2;BIH;42;26;47;21;16;23;16;101;92;47;2012
AT1;AT13;AT130;91201;00000000;2;HRV;-3;-1;9;10;-2;0;3;24;23;9;2012
AT1;AT13;AT130;91201;00000000;2;MKD;7;9;16;7;-2;3;4;19;20;15;2012
AT1;AT13;AT130;91201;00000000;2;RUS;19;15;24;9;4;31;12;51;66;20;2012
AT1;AT13;AT130;91201;00000000;2;CHN;10;1;12;11;9;13;12;29;21;3;2012
AT1;AT13;AT130;91201;00000000;2;OTHER;104;64;173;109;40;72;39;312;305;97;2012
AT1;AT13;AT130;91201;00000000;1;AUT;-19;-52;143;195;33;666;503;1551;1681;571;2012
AT1;AT13;AT130;91201;00000000;1;DEU;46;40;108;68;6;25;11;93;101;20;2012
AT1;AT13;AT130;91201;00000000;1;POL;119;98;191;93;21;7;7;129;108;26;2012
AT1;AT13;AT130;91201;00000000;1;ROU;36;25;102;77;11;15;14;76;66;21;2012
AT1;AT13;AT130;91201;00000000;1;SVK;21;21;53;32;0;3;5;36;34;9;2012
AT1;AT13;AT130;91201;00000000;1;HUN;90;74;97;23;16;8;7;40;25;4;2012
AT1;AT13;AT130;91201;00000000;1;BGR;35;31;84;53;4;2;2;36;32;8;2012
AT1;AT13;AT130;91201;00000000;1;CZE;2;1;18;17;1;4;4;15;14;3;2012
AT1;AT13;AT130;91201;00000000;1;REST-EU;11;33;88;55;-22;7;17;49;61;11;2012
AT1;AT13;AT130;91201;00000000;1;SCG;13;22;128;106;-9;17;20;217;223;70;2012
AT1;AT13;AT130;91201;00000000;1;TUR;-4;79;195;116;-83;32;32;222;305;99;2012
AT1;AT13;AT130;91201;00000000;1;BIH;35;20;50;30;15;15;13;115;102;46;2012
AT1;AT13;AT130;91201;00000000;1;HRV;2;4;13;9;-2;2;4;22;22;4;2012
AT1;AT13;AT130;91201;00000000;1;MKD;10;8;19;11;2;5;6;31;28;12;2012
AT1;AT13;AT130;91201;00000000;1;RUS;18;10;21;11;8;22;6;40;48;20;2012
AT1;AT13;AT130;91201;00000000;1;CHN;-4;-4;15;19;0;3;5;24;22;4;2012
AT1;AT13;AT130;91201;00000000;1;OTHER;84;72;247;175;12;131;64;500;555;115;2012
AT1;AT13;AT130;91301;00000000;2;AUT;15;-9;50;59;24;354;380;874;824;367;2012
AT1;AT13;AT130;91301;00000000;2;DEU;5;11;65;54;-6;14;17;55;58;25;2012
AT1;AT13;AT130;91301;00000000;2;POL;14;3;20;17;11;3;3;44;33;15;2012
AT1;AT13;AT130;91301;00000000;2;ROU;11;15;27;12;-4;8;5;22;29;7;2012
AT1;AT13;AT130;91301;00000000;2;SVK;20;17;35;18;3;2;6;25;18;4;2012
AT1;AT13;AT130;91301;00000000;2;HUN;35;20;34;14;15;4;3;29;15;12;2012
AT1;AT13;AT130;91301;00000000;2;BGR;10;5;10;5;5;1;0;15;11;3;2012
AT1;AT13;AT130;91301;00000000;2;CZE;9;8;11;3;1;1;1;12;11;9;2012
AT1;AT13;AT130;91301;00000000;2;REST-EU;-17;-1;38;39;-16;4;9;20;31;11;2012
AT1;AT13;AT130;91301;00000000;2;SCG;18;3;13;10;15;4;3;46;32;7;2012
AT1;AT13;AT130;91301;00000000;2;TUR;16;7;9;2;9;5;2;15;9;8;2012
AT1;AT13;AT130;91301;00000000;2;BIH;8;-1;2;3;9;3;2;25;17;4;2012
AT1;AT13;AT130;91301;00000000;2;HRV;3;-1;2;3;4;4;1;7;6;3;2012
AT1;AT13;AT130;91301;00000000;2;MKD;-2;-1;2;3;-1;0;0;2;3;0;2012
AT1;AT13;AT130;91301;00000000;2;RUS;12;5;10;5;7;12;2;16;19;7;2012
AT1;AT13;AT130;91301;00000000;2;CHN;3;1;6;5;2;1;1;10;8;2;2012
AT1;AT13;AT130;91301;00000000;2;OTHER;17;35;93;58;-18;24;14;88;116;28;2012
AT1;AT13;AT130;91301;00000000;1;AUT;88;-15;103;118;103;301;337;944;805;304;2012
AT1;AT13;AT130;91301;00000000;1;DEU;31;20;69;49;11;9;14;58;42;26;2012
AT1;AT13;AT130;91301;00000000;1;POL;22;-2;25;27;24;4;1;41;20;4;2012
AT1;AT13;AT130;91301;00000000;1;ROU;10;7;21;14;3;5;4;22;20;2;2012
AT1;AT13;AT130;91301;00000000;1;SVK;5;4;13;9;1;1;1;9;8;0;2012
AT1;AT13;AT130;91301;00000000;1;HUN;14;18;28;10;-4;2;4;18;20;7;2012
AT1;AT13;AT130;91301;00000000;1;BGR;-3;0;6;6;-3;1;1;7;10;1;2012
AT1;AT13;AT130;91301;00000000;1;CZE;0;-2;4;6;2;0;1;6;3;2;2012
AT1;AT13;AT130;91301;00000000;1;REST-EU;34;20;56;36;14;6;8;36;20;9;2012
AT1;AT13;AT130;91301;00000000;1;SCG;-5;-1;14;15;-4;2;3;33;36;4;2012
AT1;AT13;AT130;91301;00000000;1;TUR;16;7;12;5;9;2;1;27;19;3;2012
AT1;AT13;AT130;91301;00000000;1;BIH;8;-1;3;4;9;0;4;23;10;3;2012
AT1;AT13;AT130;91301;00000000;1;HRV;-8;0;1;1;-8;0;0;1;9;2;2012
AT1;AT13;AT130;91301;00000000;1;MKD;2;3;6;3;-1;0;1;3;3;1;2012
AT1;AT13;AT130;91301;00000000;1;RUS;7;7;12;5;0;6;3;9;12;4;2012
AT1;AT13;AT130;91301;00000000;1;CHN;7;1;4;3;6;1;0;9;4;1;2012
AT1;AT13;AT130;91301;00000000;1;OTHER;39;25;81;56;14;14;12;116;104;19;2012
AT1;AT13;AT130;91401;00000000;2;AUT;73;-45;75;120;118;578;629;1539;1370;629;2012
AT1;AT13;AT130;91401;00000000;2;DEU;53;28;82;54;25;29;16;82;70;23;2012
AT1;AT13;AT130;91401;00000000;2;POL;70;56;104;48;14;3;9;93;73;33;2012
AT1;AT13;AT130;91401;00000000;2;ROU;77;62;121;59;15;17;16;81;67;23;2012
AT1;AT13;AT130;91401;00000000;2;SVK;26;18;50;32;8;12;5;40;39;10;2012
AT1;AT13;AT130;91401;00000000;2;HUN;58;62;81;19;-4;9;13;37;37;11;2012
AT1;AT13;AT130;91401;00000000;2;BGR;18;9;26;17;9;3;1;31;24;2;2012
AT1;AT13;AT130;91401;00000000;2;CZE;11;6;19;13;5;3;7;22;13;6;2012
AT1;AT13;AT130;91401;00000000;2;REST-EU;40;33;51;18;7;7;7;34;27;3;2012
AT1;AT13;AT130;91401;00000000;2;SCG;40;57;98;41;-17;16;17;137;153;46;2012
AT1;AT13;AT130;91401;00000000;2;TUR;-2;1;18;17;-3;5;6;80;82;25;2012
AT1;AT13;AT130;91401;00000000;2;BIH;18;9;18;9;9;11;11;71;62;26;2012
AT1;AT13;AT130;91401;00000000;2;HRV;10;4;13;9;6;7;3;18;16;9;2012
AT1;AT13;AT130;91401;00000000;2;MKD;7;6;9;3;1;0;1;11;9;6;2012
AT1;AT13;AT130;91401;00000000;2;RUS;33;12;18;6;21;13;8;47;31;6;2012
AT1;AT13;AT130;91401;00000000;2;CHN;12;3;10;7;9;5;2;24;18;3;2012
AT1;AT13;AT130;91401;00000000;2;OTHER;107;70;155;85;37;54;28;211;200;54;2012
AT1;AT13;AT130;91401;00000000;1;AUT;122;-61;129;190;183;635;574;1624;1502;645;2012
AT1;AT13;AT130;91401;00000000;1;DEU;46;31;83;52;15;22;25;103;85;18;2012
AT1;AT13;AT130;91401;00000000;1;POL;91;75;141;66;16;3;9;114;92;24;2012
AT1;AT13;AT130;91401;00000000;1;ROU;39;46;91;45;-7;7;16;58;56;19;2012
AT1;AT13;AT130;91401;00000000;1;SVK;17;18;38;20;-1;5;3;20;23;3;2012
AT1;AT13;AT130;91401;00000000;1;HUN;42;23;50;27;19;8;1;25;13;6;2012
AT1;AT13;AT130;91401;00000000;1;BGR;11;0;26;26;11;1;1;28;17;5;2012
AT1;AT13;AT130;91401;00000000;1;CZE;-4;-6;8;14;2;4;3;13;12;4;2012
AT1;AT13;AT130;91401;00000000;1;REST-EU;50;33;73;40;17;7;7;55;38;15;2012
AT1;AT13;AT130;91401;00000000;1;SCG;23;13;94;81;10;10;19;192;173;48;2012
AT1;AT13;AT130;91401;00000000;1;TUR;20;3;31;28;17;13;10;125;111;38;2012
AT1;AT13;AT130;91401;00000000;1;BIH;2;6;29;23;-4;5;6;74;77;23;2012
AT1;AT13;AT130;91401;00000000;1;HRV;-11;-1;16;17;-10;3;3;19;29;7;2012
AT1;AT13;AT130;91401;00000000;1;MKD;-2;-2;7;9;0;1;2;18;17;2;2012
AT1;AT13;AT130;91401;00000000;1;RUS;43;12;17;5;31;13;2;51;31;2;2012
AT1;AT13;AT130;91401;00000000;1;CHN;2;-4;7;11;6;4;3;21;16;2;2012
AT1;AT13;AT130;91401;00000000;1;OTHER;175;87;207;120;88;76;42;375;321;65;2012
AT1;AT13;AT130;91501;00000000;2;AUT;50;-31;62;93;81;698;447;1325;1495;402;2012
AT1;AT13;AT130;91501;00000000;2;DEU;86;70;126;56;16;26;11;92;91;16;2012
AT1;AT13;AT130;91501;00000000;2;POL;45;80;129;49;-35;9;8;88;124;27;2012
AT1;AT13;AT130;91501;00000000;2;ROU;84;91;199;108;-7;21;15;129;142;28;2012
AT1;AT13;AT130;91501;00000000;2;SVK;59;54;95;41;5;5;7;67;60;22;2012
AT1;AT13;AT130;91501;00000000;2;HUN;71;84;119;35;-13;7;9;63;74;11;2012
AT1;AT13;AT130;91501;00000000;2;BGR;83;78;129;51;5;7;3;49;48;22;2012
AT1;AT13;AT130;91501;00000000;2;CZE;10;7;22;15;3;3;1;21;20;4;2012
AT1;AT13;AT130;91501;00000000;2;REST-EU;52;65;161;96;-13;9;16;62;68;18;2012
AT1;AT13;AT130;91501;00000000;2;SCG;53;61;184;123;-8;22;10;268;288;74;2012
AT1;AT13;AT130;91501;00000000;2;TUR;21;31;60;29;-10;9;9;152;162;60;2012
AT1;AT13;AT130;91501;00000000;2;BIH;31;29;56;27;2;25;12;97;108;26;2012
AT1;AT13;AT130;91501;00000000;2;HRV;17;11;23;12;6;5;4;30;25;14;2012
AT1;AT13;AT130;91501;00000000;2;MKD;11;20;30;10;-9;3;1;21;32;3;2012
AT1;AT13;AT130;91501;00000000;2;RUS;41;19;41;22;22;35;8;88;93;9;2012
AT1;AT13;AT130;91501;00000000;2;CHN;15;33;50;17;-18;8;9;47;64;12;2012
AT1;AT13;AT130;91501;00000000;2;OTHER;167;179;356;177;-12;99;36;350;425;64;2012
AT1;AT13;AT130;91501;00000000;1;AUT;117;-21;147;168;138;715;447;1358;1488;352;2012
AT1;AT13;AT130;91501;00000000;1;DEU;92;74;153;79;18;24;20;107;93;19;2012
AT1;AT13;AT130;91501;00000000;1;POL;65;114;232;118;-49;5;15;115;154;27;2012
AT1;AT13;AT130;91501;00000000;1;ROU;3;49;217;168;-46;12;16;87;129;34;2012
AT1;AT13;AT130;91501;00000000;1;SVK;40;29;77;48;11;1;6;35;19;5;2012
AT1;AT13;AT130;91501;00000000;1;HUN;53;52;147;95;1;12;9;41;43;16;2012
AT1;AT13;AT130;91501;00000000;1;BGR;19;25;91;66;-6;1;1;48;54;14;2012
AT1;AT13;AT130;91501;00000000;1;CZE;10;7;26;19;3;4;2;10;9;3;2012
AT1;AT13;AT130;91501;00000000;1;REST-EU;66;73;192;119;-7;11;14;76;80;19;2012
AT1;AT13;AT130;91501;00000000;1;SCG;62;60;259;199;2;23;15;299;305;86;2012
AT1;AT13;AT130;91501;00000000;1;TUR;1;7;76;69;-6;19;15;246;256;90;2012
AT1;AT13;AT130;91501;00000000;1;BIH;9;16;72;56;-7;20;13;100;114;57;2012
AT1;AT13;AT130;91501;00000000;1;HRV;-4;0;21;21;-4;5;3;29;35;12;2012
AT1;AT13;AT130;91501;00000000;1;MKD;-6;12;41;29;-18;8;3;27;50;15;2012
AT1;AT13;AT130;91501;00000000;1;RUS;2;1;23;22;1;28;8;53;72;6;2012
AT1;AT13;AT130;91501;00000000;1;CHN;13;31;62;31;-18;6;7;40;57;17;2012
AT1;AT13;AT130;91501;00000000;1;OTHER;263;168;456;288;95;192;75;712;734;132;2012
AT1;AT13;AT130;91601;00000000;2;AUT;17;-49;87;136;66;787;607;1651;1765;611;2012
AT1;AT13;AT130;91601;00000000;2;DEU;67;90;144;54;-23;21;22;84;106;33;2012
AT1;AT13;AT130;91601;00000000;2;POL;108;103;169;66;5;6;9;134;126;35;2012
AT1;AT13;AT130;91601;00000000;2;ROU;73;94;180;86;-21;14;18;105;122;35;2012
AT1;AT13;AT130;91601;00000000;2;SVK;49;66;106;40;-17;11;11;65;82;18;2012
AT1;AT13;AT130;91601;00000000;2;HUN;56;44;100;56;12;7;11;57;41;8;2012
AT1;AT13;AT130;91601;00000000;2;BGR;52;36;96;60;16;13;5;63;55;25;2012
AT1;AT13;AT130;91601;00000000;2;CZE;-11;-1;15;16;-10;3;6;18;25;8;2012
AT1;AT13;AT130;91601;00000000;2;REST-EU;65;51;93;42;14;10;12;59;43;12;2012
AT1;AT13;AT130;91601;00000000;2;SCG;64;90;209;119;-26;25;32;279;298;116;2012
AT1;AT13;AT130;91601;00000000;2;TUR;-43;22;79;57;-65;14;14;141;206;86;2012
AT1;AT13;AT130;91601;00000000;2;BIH;28;25;52;27;3;21;15;109;112;41;2012
AT1;AT13;AT130;91601;00000000;2;HRV;2;9;18;9;-7;3;4;21;27;10;2012
AT1;AT13;AT130;91601;00000000;2;MKD;23;16;22;6;7;5;4;29;23;17;2012
AT1;AT13;AT130;91601;00000000;2;RUS;43;20;24;4;23;19;6;52;42;8;2012
AT1;AT13;AT130;91601;00000000;2;CHN;2;8;20;12;-6;5;9;34;36;3;2012
AT1;AT13;AT130;91601;00000000;2;OTHER;141;112;228;116;29;59;21;313;322;68;2012
AT1;AT13;AT130;91601;00000000;1;AUT;67;-26;172;198;93;742;566;1689;1772;643;2012
AT1;AT13;AT130;91601;00000000;1;DEU;107;85;153;68;22;23;20;118;99;21;2012
AT1;AT13;AT130;91601;00000000;1;POL;137;172;299;127;-35;9;10;142;176;44;2012
AT1;AT13;AT130;91601;00000000;1;ROU;54;86;205;119;-32;14;19;81;108;18;2012
AT1;AT13;AT130;91601;00000000;1;SVK;34;18;65;47;16;8;3;30;19;3;2012
AT1;AT13;AT130;91601;00000000;1;HUN;26;28;117;89;-2;5;5;39;41;7;2012
AT1;AT13;AT130;91601;00000000;1;BGR;34;38;119;81;-4;4;3;47;52;24;2012
AT1;AT13;AT130;91601;00000000;1;CZE;14;9;16;7;5;3;3;13;8;0;2012
AT1;AT13;AT130;91601;00000000;1;REST-EU;65;51;122;71;14;13;14;76;61;10;2012
AT1;AT13;AT130;91601;00000000;1;SCG;46;72;247;175;-26;18;30;329;343;119;2012
AT1;AT13;AT130;91601;00000000;1;TUR;-14;15;123;108;-29;28;19;319;357;137;2012
AT1;AT13;AT130;91601;00000000;1;BIH;42;36;95;59;6;21;13;120;122;43;2012
AT1;AT13;AT130;91601;00000000;1;HRV;22;12;29;17;10;4;2;34;26;18;2012
AT1;AT13;AT130;91601;00000000;1;MKD;-3;3;34;31;-6;5;6;34;39;21;2012
AT1;AT13;AT130;91601;00000000;1;RUS;15;2;11;9;13;17;6;35;33;3;2012
AT1;AT13;AT130;91601;00000000;1;CHN;-5;2;14;12;-7;5;6;27;33;4;2012
AT1;AT13;AT130;91601;00000000;1;OTHER;218;96;343;247;122;153;64;654;621;127;2012
AT1;AT13;AT130;91701;00000000;2;AUT;-12;-42;50;92;30;513;369;962;1076;267;2012
AT1;AT13;AT130;91701;00000000;2;DEU;47;24;83;59;23;12;12;80;57;11;2012
AT1;AT13;AT130;91701;00000000;2;POL;13;56;96;40;-43;2;6;55;94;17;2012
AT1;AT13;AT130;91701;00000000;2;ROU;32;46;95;49;-14;12;17;63;72;11;2012
AT1;AT13;AT130;91701;00000000;2;SVK;17;23;53;30;-6;9;9;38;44;9;2012
AT1;AT13;AT130;91701;00000000;2;HUN;27;38;61;23;-11;6;5;27;39;6;2012
AT1;AT13;AT130;91701;00000000;2;BGR;3;11;37;26;-8;3;1;31;41;3;2012
AT1;AT13;AT130;91701;00000000;2;CZE;7;9;20;11;-2;6;3;13;18;4;2012
AT1;AT13;AT130;91701;00000000;2;REST-EU;57;47;96;49;10;11;3;43;41;12;2012
AT1;AT13;AT130;91701;00000000;2;SCG;1;38;136;98;-37;6;8;143;178;37;2012
AT1;AT13;AT130;91701;00000000;2;TUR;-9;17;31;14;-26;7;11;71;93;18;2012
AT1;AT13;AT130;91701;00000000;2;BIH;1;18;30;12;-17;7;9;54;69;20;2012
AT1;AT13;AT130;91701;00000000;2;HRV;-11;-3;7;10;-8;3;2;13;22;11;2012
AT1;AT13;AT130;91701;00000000;2;MKD;3;4;7;3;-1;1;3;10;9;4;2012
AT1;AT13;AT130;91701;00000000;2;RUS;13;2;11;9;11;19;1;37;44;4;2012
AT1;AT13;AT130;91701;00000000;2;CHN;-8;2;18;16;-10;1;1;20;30;2;2012
AT1;AT13;AT130;91701;00000000;2;OTHER;116;60;163;103;56;56;14;211;197;28;2012
AT1;AT13;AT130;91701;00000000;1;AUT;73;-28;136;164;101;469;297;1145;1216;295;2012
AT1;AT13;AT130;91701;00000000;1;DEU;61;66;99;33;-5;6;8;79;82;12;2012
AT1;AT13;AT130;91701;00000000;1;POL;58;79;184;105;-21;3;5;93;112;27;2012
AT1;AT13;AT130;91701;00000000;1;ROU;41;38;89;51;3;2;7;61;53;12;2012
AT1;AT13;AT130;91701;00000000;1;SVK;17;26;58;32;-9;1;4;12;18;4;2012
AT1;AT13;AT130;91701;00000000;1;HUN;2;10;70;60;-8;4;3;16;25;4;2012
AT1;AT13;AT130;91701;00000000;1;BGR;19;14;34;20;5;4;0;31;30;3;2012
AT1;AT13;AT130;91701;00000000;1;CZE;-1;2;10;8;-3;0;1;4;6;1;2012
AT1;AT13;AT130;91701;00000000;1;REST-EU;4;26;92;66;-22;12;12;47;69;6;2012
AT1;AT13;AT130;91701;00000000;1;SCG;38;56;185;129;-18;10;15;208;221;56;2012
AT1;AT13;AT130;91701;00000000;1;TUR;-15;2;34;32;-17;11;11;126;143;27;2012
AT1;AT13;AT130;91701;00000000;1;BIH;0;10;52;42;-10;14;11;75;88;18;2012
AT1;AT13;AT130;91701;00000000;1;HRV;11;4;21;17;7;3;1;19;14;5;2012
AT1;AT13;AT130;91701;00000000;1;MKD;7;2;13;11;5;4;4;16;11;4;2012
AT1;AT13;AT130;91701;00000000;1;RUS;11;0;11;11;11;17;3;37;40;5;2012
AT1;AT13;AT130;91701;00000000;1;CHN;-18;-3;10;13;-15;4;5;11;25;3;2012
AT1;AT13;AT130;91701;00000000;1;OTHER;131;30;185;155;101;81;23;400;357;32;2012
AT1;AT13;AT130;91801;00000000;2;AUT;-15;-31;62;93;16;483;394;897;970;301;2012
AT1;AT13;AT130;91801;00000000;2;DEU;72;66;129;63;6;9;23;101;81;28;2012
AT1;AT13;AT130;91801;00000000;2;POL;10;26;52;26;-16;3;4;51;66;13;2012
AT1;AT13;AT130;91801;00000000;2;ROU;35;43;67;24;-8;3;9;52;54;13;2012
AT1;AT13;AT130;91801;00000000;2;SVK;20;24;43;19;-4;4;10;34;32;7;2012
AT1;AT13;AT130;91801;00000000;2;HUN;31;28;49;21;3;8;6;36;35;10;2012
AT1;AT13;AT130;91801;00000000;2;BGR;13;12;24;12;1;2;0;22;23;2;2012
AT1;AT13;AT130;91801;00000000;2;CZE;12;9;23;14;3;1;2;14;10;6;2012
AT1;AT13;AT130;91801;00000000;2;REST-EU;53;51;127;76;2;7;11;54;48;13;2012
AT1;AT13;AT130;91801;00000000;2;SCG;5;18;50;32;-13;1;5;77;86;20;2012
AT1;AT13;AT130;91801;00000000;2;TUR;-7;2;10;8;-9;5;3;40;51;6;2012
AT1;AT13;AT130;91801;00000000;2;BIH;10;3;10;7;7;6;2;43;40;9;2012
AT1;AT13;AT130;91801;00000000;2;HRV;-11;1;7;6;-12;0;0;5;17;3;2012
AT1;AT13;AT130;91801;00000000;2;MKD;-6;2;6;4;-8;0;0;6;14;2;2012
AT1;AT13;AT130;91801;00000000;2;RUS;18;13;24;11;5;9;2;29;31;5;2012
AT1;AT13;AT130;91801;00000000;2;CHN;10;0;10;10;10;2;1;16;7;1;2012
AT1;AT13;AT130;91801;00000000;2;OTHER;79;67;174;107;12;59;24;188;211;45;2012
AT1;AT13;AT130;91801;00000000;1;AUT;-27;-37;63;100;10;385;364;858;869;287;2012
AT1;AT13;AT130;91801;00000000;1;DEU;29;39;112;73;-10;24;20;82;96;34;2012
AT1;AT13;AT130;91801;00000000;1;POL;35;51;88;37;-16;5;3;58;76;7;2012
AT1;AT13;AT130;91801;00000000;1;ROU;1;5;46;41;-4;4;7;33;34;10;2012
AT1;AT13;AT130;91801;00000000;1;SVK;11;15;27;12;-4;1;2;10;13;2;2012
AT1;AT13;AT130;91801;00000000;1;HUN;40;35;66;31;5;6;6;23;18;3;2012
AT1;AT13;AT130;91801;00000000;1;BGR;8;3;18;15;5;1;2;19;13;3;2012
AT1;AT13;AT130;91801;00000000;1;CZE;-5;-3;6;9;-2;1;1;6;8;2;2012
AT1;AT13;AT130;91801;00000000;1;REST-EU;49;48;123;75;1;9;10;48;46;11;2012
AT1;AT13;AT130;91801;00000000;1;SCG;-9;11;50;39;-20;6;7;81;100;14;2012
AT1;AT13;AT130;91801;00000000;1;TUR;-27;1;25;24;-28;4;5;66;93;9;2012
AT1;AT13;AT130;91801;00000000;1;BIH;24;12;20;8;12;5;5;38;26;5;2012
AT1;AT13;AT130;91801;00000000;1;HRV;-5;4;9;5;-9;1;0;6;16;2;2012
AT1;AT13;AT130;91801;00000000;1;MKD;2;4;6;2;-2;0;0;9;11;5;2012
AT1;AT13;AT130;91801;00000000;1;RUS;21;3;12;9;18;10;1;27;18;4;2012
AT1;AT13;AT130;91801;00000000;1;CHN;-9;-3;3;6;-6;1;2;4;9;2;2012
AT1;AT13;AT130;91801;00000000;1;OTHER;68;37;169;132;31;62;27;227;231;33;2012
AT1;AT13;AT130;91901;00000000;2;AUT;38;-50;65;115;88;451;476;1066;953;717;2012
AT1;AT13;AT130;91901;00000000;2;DEU;26;50;100;50;-24;13;24;68;81;36;2012
AT1;AT13;AT130;91901;00000000;2;POL;23;31;55;24;-8;7;6;49;58;20;2012
AT1;AT13;AT130;91901;00000000;2;ROU;39;31;51;20;8;7;7;41;33;14;2012
AT1;AT13;AT130;91901;00000000;2;SVK;14;21;37;16;-7;5;8;24;28;9;2012
AT1;AT13;AT130;91901;00000000;2;HUN;44;41;70;29;3;10;9;42;40;15;2012
AT1;AT13;AT130;91901;00000000;2;BGR;21;14;26;12;7;1;2;28;20;4;2012
