NUTS1;NUTS2;NUTS3;DISTRICT_CODE;T;WV;WK;BZ;SPR;WBER  ; ABG.   ;UNG.   ;OEVP   ;SPOE   ;FPOE   ;GRUE   ;BZOE   ;KPOE   ;SLP    ;MATIN  ;NFOE   ;                                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;166;702;530;11;63;293;84;45;8;2;1;17;6;                                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;167;520;390;8;60;208;50;40;8;6;1;7;2;                                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;168;446;310;4;27;181;53;22;2;7;3;9;2;                                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;169;803;614;4;115;292;87;70;15;9;1;20;1;                                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;170;669;514;10;116;207;83;70;10;3;3;9;3;                                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;171;764;522;6;58;292;115;32;8;2;0;8;1;                                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;172;402;298;3;24;178;60;19;5;3;0;4;2;                                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;173;359;269;5;18;162;50;16;5;4;2;6;1;                                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;174;502;339;5;57;151;76;28;9;4;3;4;2;                                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;175;395;265;1;26;141;57;21;7;0;0;11;1;                                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;176;429;269;4;35;131;55;19;5;7;3;10;0;                                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;177;314;239;2;22;134;53;14;10;1;2;1;0;                                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;178;712;444;9;50;232;80;30;16;9;1;15;2;                                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;179;577;401;5;31;209;81;47;17;3;1;7;0;                                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;180;619;328;3;27;179;81;19;9;4;3;2;1;                                                                                                         
